city_st,year,pop,avg_m
"Marlborough, MA",2000,36255,0.0036285333333333334
"Marlborough, MA",2001,36689.89921489109,0.0053991428571428576
"Marlborough, MA",2002,37092.538159806376,9.984615384615386e-4
"Marlborough, MA",2003,37457.472834745866,0.014719272727272727
"Marlborough, MA",2004,37779.25923970956,0.00803
"Marlborough, MA",2005,38052.453374697456,0.015565
"Marlborough, MA",2006,38271.61123970956,0.002721
"Marlborough, MA",2007,38431.288834745865,0.005771999999999999
"Marlborough, MA",2008,38526.04215980637,0.0032944000000000003
"Massapequa Park, NY",1998,17563.962333333333,0.0032400000000000003
"Massapequa Park, NY",2008,17158.81204761905,0.00168
"Matawan, NJ",2008,8734.250512820512,0
"Maybrook, NY",2008,3015.84,0
"Maywood, CA",2002,27802.289713042483,0
"Maywood, CA",2009,27331.9974635864,0.009
"Maywood, NJ",2008,9572.60539104546,0
"Medford Lakes, NJ",2006,4126.9725,0.00432
"Medford Lakes, NJ",2008,4131.221666666666,0
"Medford, MA",1990,57407,0
"Medford, MA",1991,57351.218924251945,0.00243
"Medford, MA",1992,57248.742033685754,0.008639666666666667
"Medford, MA",1993,57108.045348503896,7.957894736842105e-4
"Medford, MA",1994,56937.60488890884,0.0079725
"Medford, MA",1995,56745.896675103075,0.0302376
"Medford, MA",1996,56541.39672728905,0.0162935
"Medford, MA",1997,56332.58106566926,0.00534
"Medford, MA",1998,56127.92571044618,0.004544
"Medford, MA",1999,55935.906681822264,0.001418
"Medford, MA",2000,55765,0.0032771111111111113
"Medford, MA",2001,55622.77284848144,0.005844
"Medford, MA",2002,55513.15706396702,9.76774193548387e-4
"Medford, MA",2003,55439.17564645671,0.013852666666666668
"Medford, MA",2004,55403.85159595053,0.007607368421052632
"Medford, MA",2005,55410.207912448466,0.011936666666666667
"Medford, MA",2006,55461.26759595053,0.0024978181818181818
"Medford, MA",2007,55560.05364645671,0.004809066666666666
"Medford, MA",2008,55709.58906396702,0.003631333333333333
"Media, PA",2008,5320.602268975072,0
"Medina, WA",2002,3022.0008888888888,0
"Melbourne Beach, FL",1994,3176.904,0
"Melbourne Beach, FL",1995,3211.875,0
"Melbourne Beach, FL",1996,3244.136,0.005399999999999999
"Melbourne Beach, FL",1997,3273.133,0.013567
"Melbourne Beach, FL",1998,3298.312,0.00216
"Melbourne Beach, FL",1999,3319.1189999999997,0.011788444444444445
"Melbourne Beach, FL",2000,3335,0.003731
"Melbourne Beach, FL",2001,3345.401,0.00216
"Melbourne Beach, FL",2002,3349.768,0
"Melbourne Beach, FL",2003,3347.547,0.01296
"Melbourne Beach, FL",2004,3338.184,0.010318666666666667
"Melbourne Beach, FL",2005,3321.125,0.025918
"Melbourne Beach, FL",2007,3261.703,0.00648
"Melbourne Beach, FL",2008,3218.232,0.001164
"Melbourne, FL",1994,65102.09787427001,0
"Melbourne, FL",1995,66304.66844154357,0
"Melbourne, FL",1996,67443.98553349364,0.005399999999999999
"Melbourne, FL",1997,68520.71319271727,0.014488000000000001
"Melbourne, FL",1998,69535.51546181152,0.00288
"Melbourne, FL",1999,70489.05638337342,0.012182
"Melbourne, FL",2000,71382,0.0020946666666666666
"Melbourne, FL",2001,72213.95368052216,0.00216
"Melbourne, FL",2002,72980.29809870606,0
"Melbourne, FL",2003,73675.3572545517,0.01296
"Melbourne, FL",2004,74293.45514805909,0.010318666666666667
"Melbourne, FL",2005,74828.91577922822,0.025918
"Melbourne, FL",2007,75629.2212545517,0.00648
"Melbourne, FL",2008,75882.71409870606,0.001164
"Melrose, MA",1990,28150,0
"Melrose, MA",1991,28035.69582014747,0.00216
"Melrose, MA",1992,27920.862306275187,0.0074054285714285715
"Melrose, MA",1993,27806.756640294934,7.957894736842105e-4
"Melrose, MA",1994,27694.636004118507,0.009111428571428572
"Melrose, MA",1995,27585.75757965768,0.025558
"Melrose, MA",1996,27481.378548824232,0.018718
"Melrose, MA",1997,27382.75609352996,0.00534
"Melrose, MA",1998,27291.14739568664,0.004544
"Melrose, MA",1999,27207.809637206057,0.001418
"Melrose, MA",2000,27134,0.0037867368421052633
"Melrose, MA",2001,27070.76213566162,0.0053144
"Melrose, MA",2002,27018.285574509544,0.0010093333333333334
"Melrose, MA",2003,26976.546316543776,0.013852666666666668
"Melrose, MA",2004,26945.520361764316,0.0070885714285714285
"Melrose, MA",2005,26925.18371017116,0.011936666666666667
"Melrose, MA",2006,26915.512361764315,0.0023892173913043478
"Melrose, MA",2007,26916.482316543777,0.005152571428571428
"Melrose, MA",2008,26928.069574509544,0.0038449411764705883
"Mendham, NJ",2008,5064.507555555556,0
"Menlo Park, CA",2002,31249.02579090805,0
"Mercer Island, WA",2002,22331.375523809525,0
"Merchantville, NJ",2008,3744.97905940108,0
"Meriden, CT",1992,59454.824606043854,0.00792
"Meriden, CT",1993,59357.32731116852,0.00216
"Meriden, CT",1994,59219.51123074797,0.026998
"Meriden, CT",1995,59053.84207457194,0.00792
"Meriden, CT",1996,58872.78555243016,0.049676
"Meriden, CT",1997,58688.807374112344,0.010983999999999999
"Meriden, CT",1998,58514.37324940823,0.010121777777777778
"Meriden, CT",2000,58244,0
"Meriden, CT",2001,58172.15717657705,0.0054
"Meriden, CT",2002,58154.710536136976,0
"Meriden, CT",2003,58199.11507867979,0.0032400000000000003
"Meriden, CT",2004,58312.825804205466,0.0027
"Meriden, CT",2005,58503.29771271403,0.0213968
"Meriden, CT",2006,58777.98580420547,0.012342
"Meriden, CT",2007,59144.345078679784,0.00648
"Meriden, CT",2008,59609.83053613698,0.0037600000000000003
"Methuen, MA",1990,39990,0
"Methuen, MA",1991,40395.43288667796,0.00216
"Methuen, MA",1992,40793.04952721441,0.008879555555555555
"Methuen, MA",1993,41183.65327335592,0
"Methuen, MA",1994,41568.04747684906,0.01063
"Methuen, MA",1995,41947.03548944039,0.0302376
"Methuen, MA",1996,42321.4206628765,0.018718
"Methuen, MA",1997,42692.006348903946,0.001749142857142857
"Methuen, MA",1998,43059.5958992693,0.004619130434782608
"Methuen, MA",1999,43424.99266571912,0.0016205714285714285
"Methuen, MA",2000,43789,0.004232235294117647
"Methuen, MA",2001,44152.14686190073,0.004844307692307693
"Methuen, MA",2002,44513.86464337907,1.744e-4
"Methuen, MA",2003,44873.310344435034,0.0161912
"Methuen, MA",2004,45229.64096506861,0.00776
"Methuen, MA",2005,45582.0135052798,0.0150035
"Methuen, MA",2006,45929.58496506861,0.0014054
"Methuen, MA",2007,46271.51234443503,0.005572363636363636
"Methuen, MA",2008,46606.952643379074,0.0049524
"Metuchen, NJ",2008,13375.913240549828,0
"Miami Beach, FL",1987,94313.83809567158,0.001236
"Miami Beach, FL",1990,92639,0.0216
"Miami Beach, FL",1991,92075.92070096188,0.0025919999999999997
"Miami Beach, FL",1992,91524.45671269896,0.003842
"Miami Beach, FL",1993,90987.95890192372,0.001962666666666667
"Miami Beach, FL",1994,90469.77813534868,7.854545454545455e-4
"Miami Beach, FL",1995,89973.26527968625,0.009179666666666668
"Miami Beach, FL",1996,89501.77120164892,0.011551466666666666
"Miami Beach, FL",1997,89058.64676794916,0.004614571428571429
"Miami Beach, FL",1998,88647.24284529944,0.0026683333333333333
"Miami Beach, FL",1999,88270.91030041223,0.027165066666666668
"Miami Beach, FL",2000,87933,0.008287142857142858
"Miami Beach, FL",2001,87637.23749965648,0.005218545454545455
"Miami Beach, FL",2002,87388.8471105004,0.00216
"Miami Beach, FL",2003,87193.42783253177,0.00198
"Miami Beach, FL",2004,87056.5786657506,0.006290666666666667
"Miami Beach, FL",2005,86983.89861015687,0.011255428571428572
"Miami Beach, FL",2006,86980.9866657506,0.0038937777777777777
"Miami Beach, FL",2007,87053.44183253178,0.0023566666666666666
"Miami Beach, FL",2008,87206.8631105004,8.64e-4
"Miami Shores, FL",1987,9816.752124401914,0.001236
"Miami Shores, FL",1991,10151.85536124402,0.0025919999999999997
"Miami Shores, FL",1992,10207.741231259968,0.003842
"Miami Shores, FL",1993,10252.958222488038,0.001962666666666667
"Miami Shores, FL",1994,10288.80694736842,7.854545454545455e-4
"Miami Shores, FL",1995,10316.588018341308,0.007868285714285715
"Miami Shores, FL",1996,10337.60204784689,0.011500923076923077
"Miami Shores, FL",1997,10353.14964832536,0.004614571428571429
"Miami Shores, FL",1998,10364.531432216903,0.0027145454545454547
"Miami Shores, FL",1999,10373.048011961722,0.010742769230769231
"Miami Shores, FL",2000,10380,0.008287142857142858
"Miami Shores, FL",2001,10386.531406698565,0.005218545454545455
"Miami Shores, FL",2002,10393.159834130782,0.00216
"Miami Shores, FL",2003,10400.24628229665,0.00216
"Miami Shores, FL",2004,10408.151751196172,0.006290666666666667
"Miami Shores, FL",2005,10417.237240829349,0.011255428571428572
"Miami Shores, FL",2006,10427.863751196172,0.0038937777777777777
"Miami Shores, FL",2007,10440.39228229665,0.0023566666666666666
"Miami Shores, FL",2008,10455.18383413078,8.64e-4
"Miami Springs, FL",1987,12899.719746411483,0.001236
"Miami Springs, FL",1991,13364.618667464114,0
"Miami Springs, FL",1992,13445.106054226477,0.004137538461538462
"Miami Springs, FL",1993,13511.15983492823,7.2e-4
"Miami Springs, FL",1994,13564.477684210526,7.854545454545455e-4
"Miami Springs, FL",1995,13606.757276714514,0.009179666666666668
"Miami Springs, FL",1996,13639.69628708134,0.011500923076923077
"Miami Springs, FL",1997,13664.992389952153,0.004614571428571429
"Miami Springs, FL",1998,13684.343259968102,0.0027145454545454547
"Miami Springs, FL",1999,13699.446571770335,0.010742769230769231
"Miami Springs, FL",2000,13712,0.007734666666666667
"Miami Springs, FL",2001,13723.439440191389,0.005218545454545455
"Miami Springs, FL",2002,13734.153671451357,0.00216
"Miami Springs, FL",2003,13744.269693779905,0.0019636363636363636
"Miami Springs, FL",2004,13753.914507177033,0.006290666666666667
"Miami Springs, FL",2005,13763.215111642745,0.002332
"Miami Springs, FL",2006,13772.298507177033,0.0038937777777777777
"Miami Springs, FL",2007,13781.291693779904,0.0023566666666666666
"Miami Springs, FL",2008,13790.321671451356,0.00108
"Miami, FL",1987,355568.3202350941,0.001236
"Miami, FL",1991,359092.11772553466,0
"Miami, FL",1992,359433.2991024699,0.004137538461538462
"Miami, FL",1993,359634.9854510693,0.0010592
"Miami, FL",1994,359760.6180915964,7.854545454545455e-4
"Miami, FL",1995,359873.63834431476,0.009179666666666668
"Miami, FL",1996,360037.48752948793,0.011142285714285714
"Miami, FL",1997,360315.6069673795,0.004614571428571429
"Miami, FL",1998,360771.437978253,0.0024630769230769233
"Miami, FL",1999,361468.421882372,0.027165066666666668
"Miami, FL",2000,362470,0.00755125
"Miami, FL",2001,363835.8750980234,0.005218545454545455
"Miami, FL",2002,365610.7957298193,0.00216
"Miami, FL",2003,367835.7718953878,0.0019636363636363636
"Miami, FL",2004,370551.8135947289,0.006290666666666667
"Miami, FL",2005,373799.9308278426,0.002332
"Miami, FL",2006,377621.1335947289,0.0038937777777777777
"Miami, FL",2007,382056.4318953878,0.0023566666666666666
"Miami, FL",2008,387146.83572981926,0.00108
"Middlesex, NJ",2008,13793.544035726554,0
"Middletown, CT",1991,42936.04133164823,0.00864
"Middletown, CT",1992,43047.19870621296,0.006922
"Middletown, CT",1993,43107.92516329646,0.0017280000000000002
"Middletown, CT",1994,43130.67374250106,0.01063
"Middletown, CT",1995,43127.89748342903,0.00594
"Middletown, CT",1996,43112.04942568268,0.049676
"Middletown, CT",1997,43095.58260886431,0.009153333333333333
"Middletown, CT",1998,43090.950072576205,0.007591333333333334
"Middletown, CT",2000,43167,0
"Middletown, CT",2001,43271.74520298278,0.0054
"Middletown, CT",2002,43433.07680530271,0
"Middletown, CT",2003,43658.38780695981,0.004104
"Middletown, CT",2004,43955.07120795407,0.00243
"Middletown, CT",2005,44330.520008285486,0.0213968
"Middletown, CT",2006,44792.127207954065,0.012342
"Middletown, CT",2007,45347.28580695981,0.007454
"Middletown, CT",2008,46003.38880530271,0.0032228571428571428
"Middletown, DE",2008,15033.088,0
"Middletown, NY",2008,27237.71889316796,0
"Midland Park, NJ",2008,7063.398963929921,0
"Milford, DE",2008,8700.906534853617,0
"Mill Creek, WA",2002,12679.52,0
"Mill Valley, CA",2002,13706.603942944052,0
"Milltown, NJ",2008,6950.353488708885,0
"Millville, NJ",2006,27649.27024055495,0.00432
"Millville, NJ",2008,27997.60682703663,0
"Milton, WA",2002,5938.248,0
"Mineola, NY",1998,19117.424773195875,0.0032400000000000003
"Mineola, NY",2008,19094.886304860087,0.00144
"Miramar, FL",1987,36616.824125,0.001236
"Miramar, FL",1991,42635.69575,0
"Miramar, FL",1992,44934.526952380955,0.004137538461538462
"Miramar, FL",1993,47540.1015,7.2e-4
"Miramar, FL",1994,50433.027285714285,7.854545454545455e-4
"Miramar, FL",1995,53593.91220238095,0.007868285714285715
"Miramar, FL",1996,57003.36414285714,0.012099333333333333
"Miramar, FL",1997,60641.990999999995,0.004843666666666667
"Miramar, FL",1998,64490.40066666667,0.0027145454545454547
"Miramar, FL",1999,68529.20103571429,0.011458
"Miramar, FL",2000,72739,0.008924615384615385
"Miramar, FL",2001,77102.47080357143,0.005218545454545455
"Miramar, FL",2002,81610.54809523809,0.00216
"Miramar, FL",2003,86256.231875,0.00216
"Miramar, FL",2004,91032.52214285714,0.006290666666666667
"Miramar, FL",2005,95932.41889880953,0.011255428571428572
"Miramar, FL",2006,100948.92214285716,0.0038937777777777777
"Miramar, FL",2007,106075.031875,0.0028280000000000002
"Miramar, FL",2008,111303.74809523809,8.64e-4
"Mission Viejo, CA",2001,94408.5555,0.01728
"Mission Viejo, CA",2002,95477.82844444444,0.008798666666666666
"Mission Viejo, CA",2009,94789.4395,0.009
"Monmouth Beach, NJ",1998,3555.96,0.0054
"Monmouth Beach, NJ",2006,3536.92,0.00432
"Monmouth Beach, NJ",2008,3434.76,0
"Monroe, NY",2008,8348.4094285714291,0
"Monroe, WA",2002,15522.472,0
"Monte Sereno, CA",2002,3512.6431904761903,0
"Montebello, CA",2002,62332.75823565785,0
"Montebello, CA",2009,62509.390007557544,0.009
"Montebello, NY",2008,4350.4,0
"Monterey Park, CA",2002,59672.16736966126,0
"Montesano, WA",2002,3416.5733333333333,0.016555333333333335
"Montgomery, NY",2008,3839.36,0
"Montvale, NJ",2008,7611.284,0
"Moonachie, NJ",2008,2702.314142857143,0
"Moorpark, CA",2002,31769.270622009568,0
"Moraga, CA",2002,16302.144,0
"Morgan Hill, CA",2002,35206.612795659144,0
"Morris Plains, NJ",2008,5439.12896969697,0
"Morristown, NJ",2008,18922.90659352047,0
"Morrisville, PA",2008,9191.30474030437,0
"Morro Bay, CA",2002,10430.600242424242,0
"Mount Ephraim, NJ",2008,4627.273390749601,0
"Mount Kisco, NY",2008,10671.562297036216,0
"Mount Vernon, NY",2008,67813.5715557253,0
"Mount Vernon, WA",2002,27863.77349484536,0
"Mountain Lakes, NJ",2008,4283.540733652312,0
"Mountainside, NJ",2008,6672.262571428571,0
"Mountlake Terrace, WA",2002,20343.266523809525,0
"Mukilteo, WA",2002,19168.16,0
"Mulberry, FL",1996,3095.061,0.009179
"Mulberry, FL",2000,3230,0.00144
"Munsey Park, NY",1998,2637.548,0.0032400000000000003
"Munsey Park, NY",2008,2667.1297142857143,0
"Murrieta, CA",2001,49456.55,0.01728
"Murrieta, CA",2002,54796.4,0.008798666666666666
"Murrieta, CA",2009,96803.75,0.009
"Muttontown, NY",1998,3346.096,0.0032400000000000003
"Muttontown, NY",2008,3523.056,0.00168
"Myrtle Point, OR",2002,2426.663107467087,0
"Nags Head, NC",2008,2745.6,0.00135
"Napa, CA",2002,74217.32499308465,0
"Naples, FL",1993,20007.104,0.00216
"Naples, FL",1996,20514.73271428571,0.018718666666666665
"Naples, FL",1997,20662.7535,0.003084
"Naples, FL",1998,20792.174,0
"Naples, FL",2000,20976,0.0061200000000000004
"Naples, FL",2001,21021.189517857143,0
"Naples, FL",2003,21002.707875,0.00432
"Narberth, PA",2008,4265.044982326952,0
"National City, CA",2001,54289.69228438692,0.02052
"National City, CA",2002,54382.75872779897,0.008798666666666666
"National City, CA",2009,57629.96828438692,0.009
"National Park, NJ",2008,3059.7152857142855,0
"Naugatuck, CT",1992,30988.46917005472,0.0054
"Naugatuck, CT",1993,31088.05303295091,0.00108
"Naugatuck, CT",1995,31162.41967554654,0.0054
"Naugatuck, CT",1998,31080.468014644848,0.00516
"Naugatuck, CT",2002,30937.01770382511,0
"Naugatuck, CT",2003,30938.411736270453,0
"Naugatuck, CT",2005,31017.54016222673,0.024946
"Naugatuck, CT",2008,31391.793703825108,0.0037600000000000003
"Neptune City, NJ",1998,5178.50323444976,0.0054
"Neptune City, NJ",2006,5152.612248803828,0.00432
"Neptune City, NJ",2008,5040.514832535885,0
"New Bedford, MA",1986,99655.2169648717,0
"New Bedford, MA",1987,99871.1100256482,0
"New Bedford, MA",1989,100036.0287378939,0.042589
"New Bedford, MA",1990,99922,0
"New Bedford, MA",1991,99644.64777207818,0.0025405000000000002
"New Bedford, MA",1992,99220.96902057352,0.008190857142857142
"New Bedford, MA",1993,98677.66554415636,0.00192
"New Bedford, MA",1994,98041.43914149712,0.0060618823529411765
"New Bedford, MA",1995,97338.99161126625,0.0194385
"New Bedford, MA",1996,96597.02475213402,0.022424666666666666
"New Bedford, MA",1997,95842.2403627709,0.0071189999999999995
"New Bedford, MA",1998,95101.34024184728,0.005442909090909091
"New Bedford, MA",1999,94401.0261880335,0.001424
"New Bedford, MA",2000,93768,0.0050663999999999995
"New Bedford, MA",2001,93227.02250997208,0.0052554
"New Bedford, MA",2002,92795.0906843948,0.0010835428571428572
"New Bedford, MA",2003,92487.26052326818,0.010760235294117647
"New Bedford, MA",2004,92318.58802659222,0.006284347826086957
"New Bedford, MA",2005,92304.12919436688,0.00852
"New Bedford, MA",2006,92458.94002659222,0.005255714285714286
"New Bedford, MA",2007,92798.0765232682,0.004464695652173913
"New Bedford, MA",2008,93336.5946843948,0.0027533333333333333
"New Britain, CT",1992,75263.00673234487,0.00792
"New Britain, CT",1993,74956.42988726398,7.2e-4
"New Britain, CT",1994,74554.64392951466,0.026998
"New Britain, CT",1995,74082.5321302222,0.0054
"New Britain, CT",1996,73564.97776051199,0.00216
"New Britain, CT",1997,73026.86409150933,0.010983999999999999
"New Britain, CT",1998,72493.07439433955,0.012859428571428572
"New Britain, CT",2000,71538,0
"New Britain, CT",2001,71164.20546656,0.00864
"New Britain, CT",2002,70880.6097183289,0
"New Britain, CT",2003,70698.43775530667,0.0032400000000000003
"New Britain, CT",2005,70683.26518488889,0.0213968
"New Britain, CT",2006,70872.71457749335,0.012342
"New Britain, CT",2008,71701.80971832889,0.004512
"New Brunswick, NJ",2008,54266.71239243795,0
"New Castle, DE",2008,5152.926526042754,0
"New Haven, CT",1992,129973.62497087703,0.00792
"New Haven, CT",1993,129400.31409933178,0.0018900000000000002
"New Haven, CT",1995,127836.22232076566,0.0054
"New Haven, CT",1997,126020.53939955452,0.021598
"New Haven, CT",1998,125132.739599703,0.012660666666666667
"New Haven, CT",2000,123626,0
"New Haven, CT",2001,123094.9839822622,0.00864
"New Haven, CT",2002,122754.080857355,0
"New Haven, CT",2003,122627.52462527844,0.00144
"New Haven, CT",2005,123114.38883961715,0.0213968
"New Haven, CT",2006,123776.27728603248,0.012342
"New Haven, CT",2008,126058.13685735498,0.00336
"New Hempstead, NY",2008,5075.16,0
"New Hyde Park, NY",1998,9552.004475896028,0.0032400000000000003
"New Hyde Park, NY",2008,9615.50880293141,0
"New London, CT",1987,28789.42250197793,0
"New London, CT",1989,28672.839405358423,0.0032979999999999997
"New London, CT",1991,28346.035832893795,0.0033164444444444443
"New London, CT",1992,28099.1197876342,0.0068865714285714285
"New London, CT",1993,27811.364165787585,0.0023466666666666666
"New London, CT",1994,27494.88126892033,0.00644075
"New London, CT",1995,27161.783398598796,0.011519555555555555
"New London, CT",1996,26824.18285638936,0.0234784
"New London, CT",1997,26494.19194385839,0.008576363636363635
"New London, CT",1998,26183.922962572266,0.005632181818181818
"New London, CT",1999,25905.488214097342,5.4e-4
"New London, CT",2000,25671,0.0062095
"New London, CT",2001,25491.782738252215,0.0044292
"New London, CT",2002,25376.009312448383,0
"New London, CT",2003,25331.064722588504,0.004104
"New London, CT",2004,25364.333968672578,0.0010371428571428571
"New London, CT",2005,25483.2020507006,0.014094545454545455
"New London, CT",2006,25695.05396867258,0.01174509090909091
"New London, CT",2007,26007.274722588507,0.0045982857142857145
"New London, CT",2008,26427.249312448384,0.00351075
"New Milford, NJ",2008,16483.071393564638,0
"New Port Richey, FL",1996,15472.382142857145,0
"New Providence, NJ",2008,12219.182940988836,0
"New Rochelle, NY",2008,76581.0124572209,0
"New Smyrna (Beach), FL",1996,18650.66896461697,0.012959
"New Smyrna (Beach), FL",1997,19009.709750257643,0.0134976
"New Smyrna (Beach), FL",1998,19364.01650017176,0.00288
"New Smyrna (Beach), FL",1999,19710.98224115424,0.03183066666666667
"New Smyrna (Beach), FL",2000,20048,0.001964
"New Smyrna (Beach), FL",2001,20372.62929903813,0.00432
"New Smyrna (Beach), FL",2003,20977.79103108897,0.01296
"New Smyrna (Beach), FL",2004,21255.10746410168,0.00108
"New Smyrna (Beach), FL",2005,21513.436941772587,0.0018800000000000002
"New Smyrna (Beach), FL",2008,22158.423642734455,0
"New Square, NY",2008,6455.92,0
"New York City, NY",2008,8226006.263237188,0
"Newark, NJ",2008,278713.60842289426,0
"Newburgh, NY",2008,28796.296868826445,0
"Newburyport, MA",1990,16317,0
"Newburyport, MA",1991,16400.607639551985,0.00216
"Newburyport, MA",1992,16488.10784941915,0.00785418181818182
"Newburyport, MA",1993,16578.340279103973,0
"Newburyport, MA",1994,16670.144578108924,0.0023888
"Newburyport, MA",1995,16762.36039593648,0.025558
"Newburyport, MA",1996,16853.82738208912,0.018718
"Newburyport, MA",1997,16943.385186069314,0.0015266666666666666
"Newburyport, MA",1998,17029.873457379545,0.0065183333333333334
"Newburyport, MA",1999,17112.13184552228,0.001418
"Newburyport, MA",2000,17189,0.004237111111111111
"Newburyport, MA",2001,17259.327628731433,0.004844307692307693
"Newburyport, MA",2002,17322.004673300326,4.1692307692307694e-4
"Newburyport, MA",2003,17375.93113370668,0.0161912
"Newburyport, MA",2004,17420.00700995049,0.0072
"Newburyport, MA",2005,17453.13230203176,0.0154208
"Newburyport, MA",2006,17474.20700995049,0.0014054
"Newburyport, MA",2007,17482.13113370668,0.005333
"Newburyport, MA",2008,17475.804673300325,0.004363384615384615
"Newcastle, WA",2002,8265.6,0
"Newport Beach, CA",2001,70801.60498964114,0.01728
"Newport Beach, CA",2002,71703.70753713981,0.006599
"Newport Beach, CA",2009,82775.24898964114,0.009
"Newport News, VA",2008,180857.62050694475,0
"Newport, RI",1986,28647.378084860014,0
"Newport, RI",1987,28554.018379187673,0
"Newport, RI",1989,28346.911495310567,0.042589
"Newport, RI",1991,28092.85508240274,0.0026283076923076924
"Newport, RI",1992,27945.302040791823,0.007478608695652174
"Newport, RI",1993,27785.947664805477,0.00192
"Newport, RI",1994,27616.39874408193,0.0060618823529411765
"Newport, RI",1995,27438.2620682594,0.018358666666666665
"Newport, RI",1996,27253.144426976123,0.024463272727272726
"Newport, RI",1997,27062.65260987032,0.007994117647058823
"Newport, RI",1998,26868.393406580213,0.004886631578947368
"Newport, RI",1999,26671.97360674403,0.0022377142857142856
"Newport, RI",2000,26475,0.007477230769230769
"Newport, RI",2001,26278.92307771331,0.0045193333333333335
"Newport, RI",2002,26084.568138156992,0.001044137931034483
"Newport, RI",2003,25892.60418133105,0.012994769230769232
"Newport, RI",2004,25703.700207235488,0.007463384615384616
"Newport, RI",2005,25518.5252158703,0.008913333333333334
"Newport, RI",2006,25337.748207235487,0.006590909090909091
"Newport, RI",2007,25162.038181331052,0.003805230769230769
"Newport, RI",2008,24992.06413815699,0.0033962105263157893
"Newton, MA",1990,82585,0
"Newton, MA",1991,82694.22109057772,0.00198
"Newton, MA",1992,82806.22275269972,0.008639714285714285
"Newton, MA",1993,82921.22718115544,7.957894736842105e-4
"Newton, MA",1994,83039.45657073426,0.007674
"Newton, MA",1995,83161.13311622562,0.0224085
"Newton, MA",1996,83286.47901241895,0.0162935
"Newton, MA",1997,83415.71645410362,0.004929230769230769
"Newton, MA",1998,83549.06763606908,0.005947625
"Newton, MA",1999,83686.75475310473,0.001418
"Newton, MA",2000,83829,0.0034698823529411764
"Newton, MA",2001,83975.62053907939,0.005844
"Newton, MA",2002,84124.8134028078,0.001044137931034483
"Newton, MA",2003,84274.37059118523,0.013852666666666668
"Newton, MA",2004,84422.0841042117,0.007607368421052632
"Newton, MA",2005,84565.74594188719,0.012511764705882352
"Newton, MA",2006,84703.1481042117,0.0026396
"Newton, MA",2007,84832.08259118523,0.004072571428571428
"Newton, MA",2008,84950.3414028078,0.0040818823529411765
"Norco, CA",2002,24468.249875598085,0.008798666666666666
"Norco, CA",2009,26585.147055023925,0.009
"Norfolk, VA",2008,234931.1753271581,0.00135
"Normandy Park, WA",2002,6216.270904761905,0
"Norristown, PA",2008,33642.41182414731,0
"North Arlington, NJ",2008,15755.22019832818,0
"North Bay Village, FL",1987,5141.4625,0.001236
"North Bay Village, FL",1990,5383,0.0216
"North Bay Village, FL",1991,5491.9075,0.0025919999999999997
"North Bay Village, FL",1992,5613.586666666667,0.003842
"North Bay Village, FL",1993,5745.4225,0.001962666666666667
"North Bay Village, FL",1994,5884.8,7.854545454545455e-4
"North Bay Village, FL",1995,6029.104166666667,0.009179666666666668
"North Bay Village, FL",1996,6175.72,0.011913714285714286
"North Bay Village, FL",1997,6322.0325,0.004614571428571429
"North Bay Village, FL",1998,6465.426666666666,0.0027145454545454547
"North Bay Village, FL",1999,6603.2875,0.02386
"North Bay Village, FL",2000,6733,0.008287142857142858
"North Bay Village, FL",2001,6852.0795,0.005218545454545455
"North Bay Village, FL",2002,6958.562666666667,0.00216
"North Bay Village, FL",2003,7050.6165,0.00216
"North Bay Village, FL",2004,7126.407999999999,0.006290666666666667
"North Bay Village, FL",2005,7184.104166666667,0.011255428571428572
"North Bay Village, FL",2006,7221.871999999999,0.0038937777777777777
"North Bay Village, FL",2007,7237.8785,0.0023566666666666666
"North Bay Village, FL",2008,7230.290666666667,8.64e-4
"North Bend, WA",2002,5037.64,0
"North Caldwell, NJ",2008,6642.559904761904,0
"North Haledon, NJ",2008,8254.09111111111,0
"North Hills, NY",1998,4137.32,0.0032400000000000003
"North Hills, NY",2008,4926.12,0
"North Lauderdale, FL",1987,24601.943,0.002778
"North Lauderdale, FL",1990,26506,0.0216
"North Lauderdale, FL",1991,27091.991,0.00324
"North Lauderdale, FL",1992,27662.128,0.004482333333333333
"North Lauderdale, FL",1993,28221.507,0.001962666666666667
"North Lauderdale, FL",1994,28775.224,6.646153846153846e-4
"North Lauderdale, FL",1995,29328.375,0.007919666666666667
"North Lauderdale, FL",1996,29886.056,0.012203499999999999
"North Lauderdale, FL",1997,30453.363,0.00803309090909091
"North Lauderdale, FL",1998,31035.392,0.0023216
"North Lauderdale, FL",1999,31637.239,0.012499636363636364
"North Lauderdale, FL",2000,32264,0.00819090909090909
"North Lauderdale, FL",2001,32920.771,0.005328
"North Lauderdale, FL",2002,33612.648,0.00216
"North Lauderdale, FL",2003,34344.727,0.0027
"North Lauderdale, FL",2004,35122.104,0.008088
"North Lauderdale, FL",2005,35949.875,0.02006866666666667
"North Lauderdale, FL",2006,36833.136,0.0038937777777777777
"North Lauderdale, FL",2007,37776.983,0.003535
"North Lauderdale, FL",2008,38786.512,8.64e-4
"North Miami, FL",1987,47521.486617307695,0.001236
"North Miami, FL",1990,49998,0.0216
"North Miami, FL",1991,50959.43019615384,0.0025919999999999997
"North Miami, FL",1992,51980.14191111111,0.003842
"North Miami, FL",1993,53040.13539230769,0.001962666666666667
