oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,city_st,pop,pop_rescaled,geometry,lon,lat
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-10-10,Fall,2021,3,"Los Angeles, CA",3792621,46.37575096685511,"c(-118.5202, 34.0269)",-118.5202,34.0269
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-08,Winter,2020,6.5,"Los Angeles, CA",3792621,46.37575096685511,"c(-118.5368, 34.0351)",-118.5368,34.03509999999999
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-10-16,Fall,2021,3,"Los Angeles, CA",3792621,46.37575096685511,"c(-118.569, 34.0416)",-118.56899999999999,34.041599999999995
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-02-08,Winter,2020,4.75,"Los Angeles, CA",3792621,46.37575096685511,"c(-118.5371, 34.0351)",-118.5371,34.0351
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2022-04-19,Spring,2022,4.75,"Los Angeles, CA",3792621,46.37575096685511,"c(-118.4698, 33.9818)",-118.4698,33.98180000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-14,Winter,2022,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.253, 32.7479)",-117.25300000000001,32.7479
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2022-01-21,Winter,2022,4.75,"San Diego, CA",1307402,15.966706437620884,"c(-117.2527, 32.753)",-117.2527,32.753
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-19,Spring,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.1836, 32.6813)",-117.1836,32.6813
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-27,Summer,2021,3,"San Diego, CA",1307402,15.966706437620884,"c(-117.2577, 32.7978)",-117.2577,32.7978
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-07-26,Summer,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.255, 32.8653)",-117.25500000000001,32.8653
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-05-18,Spring,2021,3,"San Diego, CA",1307402,15.966706437620884,"c(-117.2525, 32.7547)",-117.2525,32.7547
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-21,Spring,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2581, 32.798)",-117.2581,32.798
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-19,Winter,2022,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2536, 32.7597)",-117.25360000000002,32.759699999999995
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-26,Spring,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2554, 32.8623)",-117.2554,32.8623
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-08,Winter,2020,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2563, 32.8615)",-117.25630000000001,32.8615
Pacific Ocean,NA,NA,Grab sample,0.003,pieces/m3,0.0005-0.005,Low,2014-03-17,Spring,2014,4.75,"San Diego, CA",1307402,15.966706437620884,"c(-117.2476, 32.7566)",-117.2476,32.7566
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-09,Winter,2020,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.1828, 32.6811)",-117.18279999999999,32.6811
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-07-27,Summer,2021,4.75,"San Diego, CA",1307402,15.966706437620884,"c(-117.2526, 32.7535)",-117.25260000000002,32.7535
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-17,Winter,2022,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2531, 32.7599)",-117.2531,32.7599
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-05-02,Spring,2020,3,"San Diego, CA",1307402,15.966706437620884,"c(-117.2596, 32.7995)",-117.2596,32.7995
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-26,Spring,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2558, 32.8612)",-117.2558,32.8612
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-07-27,Summer,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2571, 32.7966)",-117.2571,32.79659999999999
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-12-08,Winter,2020,4.75,"San Diego, CA",1307402,15.966706437620884,"c(-117.26, 32.8547)",-117.26,32.8547
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-05-18,Spring,2021,3,"San Diego, CA",1307402,15.966706437620884,"c(-117.2534, 32.7671)",-117.2534,32.7671
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-12-10,Winter,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2534, 32.763)",-117.2534,32.763
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-05-02,Spring,2020,3,"San Diego, CA",1307402,15.966706437620884,"c(-117.214, 32.7797)",-117.214,32.7797
Pacific Ocean,NA,NA,Grab sample,0.041,pieces/m3,0.005-1,Medium,2014-03-17,Spring,2014,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.1701, 32.7643)",-117.1701,32.7643
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-26,Spring,2021,6.5,"San Diego, CA",1307402,15.966706437620884,"c(-117.2558, 32.8612)",-117.2558,32.8612
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3155, 37.862)",-122.31549999999999,37.862
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-07,Spring,2021,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.465, 37.8048)",-122.46500000000002,37.80480000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3098, 37.8778)",-122.3098,37.8778
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3158, 37.8617)",-122.31580000000001,37.8617
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-01-31,Winter,2021,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5109, 37.758)",-122.5109,37.757999999999996
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-05-03,Spring,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5111, 37.7605)",-122.51110000000001,37.7605
Pacific Ocean,NA,NA,Grab sample,0.018,pieces/m3,0.005-1,Medium,2015-06-29,Summer,2015,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.4024, 37.8531)",-122.4024,37.8531
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3003, 37.8509)",-122.3003,37.85090000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3097, 37.8777)",-122.3097,37.8777
Pacific Ocean,NA,NA,Grab sample,0.021,pieces/m3,0.005-1,Medium,2015-07-14,Summer,2015,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.4545, 37.9134)",-122.4545,37.9134
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-26,Winter,2021,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5112, 37.7582)",-122.5112,37.7582
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3003, 37.8508)",-122.3003,37.85080000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-14,Summer,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5091, 37.7471)",-122.50910000000002,37.74710000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3154, 37.8622)",-122.3154,37.8622
Pacific Ocean,NA,NA,Grab sample,0.003,pieces/m3,0.0005-0.005,Low,2016-03-14,Spring,2016,4.75,"San Francisco, CA",805235,9.822210252732566,"c(-122.4913, 37.7882)",-122.4913,37.7882
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-11-16,Fall,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5042, 37.7145)",-122.50420000000001,37.7145
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-14,Summer,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5074, 37.7397)",-122.50740000000002,37.739700000000006
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3158, 37.8617)",-122.31580000000001,37.8617
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-02,Spring,2021,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5115, 37.7612)",-122.51149999999998,37.7612
Pacific Ocean,NA,NA,Grab sample,0,pieces/m3,0-0.0005,Very Low,2016-10-18,Fall,2016,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.4726, 37.8604)",-122.47259999999999,37.860400000000006
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-28,Summer,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5077, 37.7396)",-122.5077,37.73960000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3098, 37.8777)",-122.3098,37.8777
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-14,Summer,2020,6.5,"San Francisco, CA",805235,9.822210252732566,"c(-122.5089, 37.7478)",-122.50889999999998,37.7478
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-06-18,Summer,2020,4.75,"San Francisco, CA",805235,9.822210252732566,"c(-122.3003, 37.851)",-122.3003,37.851
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3156, 37.8619)",-122.3156,37.8619
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-18,Summer,2020,3,"San Francisco, CA",805235,9.822210252732566,"c(-122.3154, 37.8621)",-122.3154,37.86209999999999
Pacific Ocean,NA,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2016-03-14,Spring,2016,4.75,"San Francisco, CA",805235,9.822210252732566,"c(-122.4913, 37.7882)",-122.4913,37.7882
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-01-30,Winter,2022,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.8435, 34.406)",-119.84349999999999,34.40599999999999
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-11-01,Fall,2020,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.8323, 34.4166)",-119.83230000000002,34.416599999999995
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-12-05,Winter,2020,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.6714, 34.4161)",-119.6714,34.4161
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-12-13,Winter,2020,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.6979, 34.4016)",-119.6979,34.4016
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-03-28,Spring,2021,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.6644, 34.4173)",-119.6644,34.4173
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-11-08,Fall,2020,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.844, 34.4056)",-119.844,34.40560000000001
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-06-27,Summer,2021,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.7037, 34.3972)",-119.70370000000001,34.3972
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-06-05,Summer,2021,3,"Santa Barbara, CA",88410,1.0511669987302743,"c(-119.6871, 34.412)",-119.68709999999999,34.412
Atlantic Ocean,Coastal Waters of Florida,NA,Grab sample,0.003,pieces/m3,0.0005-0.005,Low,2015-06-15,Summer,2015,4.75,"Miami, FL",399457,4.857126181275039,"c(-80.0865, 25.7429)",-80.08650000000002,25.7429
Atlantic Ocean,Coastal Waters of Florida,NA,Grab sample,0.005,pieces/m3,0.005-1,Medium,2015-02-07,Winter,2015,6.5,"Miami, FL",399457,4.857126181275039,"c(-80.1519, 25.7071)",-80.1519,25.7071
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-16,Spring,2020,6.5,"Miami, FL",399457,4.857126181275039,"c(-80.1558, 25.6671)",-80.1558,25.6671
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-04-17,Spring,2021,3,"Panama City, FL",36484,0.4158024508876028,"c(-85.7874, 30.1638)",-85.7874,30.163800000000002
Atlantic Ocean,Gulf of Mexico,Coastal Waters of Florida,Grab sample,0.019,pieces/m3,0.005-1,Medium,2014-04-02,Spring,2014,6.5,"Panama City, FL",36484,0.4158024508876028,"c(-85.7308, 30.187)",-85.7308,30.187
Atlantic Ocean,Gulf of Mexico,Coastal Waters of Florida,Grab sample,0.008,pieces/m3,0.005-1,Medium,2014-04-02,Spring,2014,6.5,"Panama City, FL",36484,0.4158024508876028,"c(-85.7392, 30.1863)",-85.7392,30.1863
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-09-01,Fall,2021,4.75,"Panama City, FL",36484,0.4158024508876028,"c(-85.7461, 30.1335)",-85.7461,30.133499999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-08-07,Summer,2021,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0194, 29.9538)",-90.0194,29.9538
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.044, 29.9607)",-90.044,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-01-06,Winter,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0192, 29.9537)",-90.0192,29.9537
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-05-04,Spring,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0075, 29.9477)",-90.0075,29.947700000000005
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-07,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9947, 29.9401)",-89.9947,29.9401
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-08-07,Summer,2021,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9953, 29.9405)",-89.9953,29.940499999999993
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0439, 29.9607)",-90.0439,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-04-30,Spring,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0077, 29.9478)",-90.0077,29.94780000000001
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-09-10,Fall,2021,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9941, 29.9399)",-89.9941,29.9399
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-09-05,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0449, 29.9611)",-90.0449,29.9611
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-04-16,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0224, 29.9555)",-90.0224,29.9555
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-08-07,Summer,2021,6.5,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0263, 29.957)",-90.0263,29.957
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.044, 29.9607)",-90.044,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-07,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9947, 29.9401)",-89.9947,29.9401
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-06,Winter,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9938, 29.9396)",-89.99380000000001,29.9396
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-18,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9971, 29.9324)",-89.9971,29.93240000000001
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-08-07,Summer,2021,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.019, 29.9537)",-90.019,29.9537
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-05-04,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0224, 29.9555)",-90.0224,29.9555
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0439, 29.9607)",-90.0439,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-17,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0121, 29.9501)",-90.0121,29.950099999999996
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9951, 29.9403)",-89.99510000000001,29.940299999999997
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-04-05,Spring,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0228, 29.9557)",-90.0228,29.9557
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.044, 29.9607)",-90.044,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-08-07,Summer,2021,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9955, 29.9405)",-89.9955,29.9405
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-15,Fall,2021,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9939, 29.9397)",-89.9939,29.9397
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-08-10,Summer,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9948, 29.9397)",-89.9948,29.9397
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0439, 29.9607)",-90.0439,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-09-10,Fall,2021,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9939, 29.9397)",-89.9939,29.9397
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-05-04,Spring,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0232, 29.9559)",-90.0232,29.955900000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-05-04,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0232, 29.9558)",-90.0232,29.955800000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-01-22,Winter,2021,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0218, 29.9551)",-90.0218,29.9551
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0442, 29.9607)",-90.0442,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.044, 29.9607)",-90.044,29.9607
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-08-07,Summer,2021,6.5,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0244, 29.9563)",-90.0244,29.956300000000002
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-07,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0193, 29.9539)",-90.0193,29.9539
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-03-19,Spring,2022,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0197, 29.9543)",-90.01970000000001,29.9543
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0078, 29.9479)",-90.0078,29.947899999999997
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-03-25,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0078, 29.9478)",-90.0078,29.94780000000001
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-05-22,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0581, 29.9857)",-90.0581,29.985699999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-08-07,Summer,2021,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0266, 29.9577)",-90.0266,29.95770000000001
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-03-21,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0209, 29.9548)",-90.0209,29.9548
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-01-06,Winter,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0195, 29.9538)",-90.0195,29.9538
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2022-05-04,Spring,2022,10,"New Orleans, LA",343829,4.1764641031755865,"c(-90.0039, 29.9456)",-90.0039,29.945600000000002
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-08-10,Summer,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9948, 29.9397)",-89.9948,29.9397
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-31,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9954, 29.9401)",-89.9954,29.9401
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-14,Fall,2020,10,"New Orleans, LA",343829,4.1764641031755865,"c(-89.9969, 29.9325)",-89.9969,29.9325
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"New Orleans, LA",343829,4.1764641031755865,"c(-90.044, 29.9607)",-90.044,29.9607
Atlantic Ocean,NA,NA,Grab sample,0.017,pieces/m3,0.005-1,Medium,2013-09-23,Fall,2013,6.5,"Portland, ME",66194,0.779332873342746,"c(-70.2389, 43.6612)",-70.2389,43.6612
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-03-27,Spring,2022,6.5,"Portland, ME",66194,0.779332873342746,"c(-70.2738, 43.6426)",-70.2738,43.6426
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-05-21,Spring,2021,3,"Bandon, OR",3066,0.006901082405408981,"c(-124.4196, 43.1375)",-124.41960000000002,43.1375
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-12-14,Winter,2021,8.25,"Bandon, OR",3066,0.006901082405408981,"c(-124.4328, 43.1021)",-124.4328,43.1021
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-01-19,Winter,2021,8.25,"Bandon, OR",3066,0.006901082405408981,"c(-124.3907, 43.2397)",-124.3907,43.2397
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-01-29,Winter,2021,8.25,"Bandon, OR",3066,0.006901082405408981,"c(-124.435, 43.1131)",-124.43499999999999,43.1131
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-24,Spring,2022,6.5,"Bandon, OR",3066,0.006901082405408981,"c(-124.4336, 43.103)",-124.43360000000001,43.103
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-25,Winter,2022,8.25,"Bandon, OR",3066,0.006901082405408981,"c(-124.3907, 43.239)",-124.3907,43.239
