oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,city_st,pop,pop_rescaled,geometry,lon,lat
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-03-28,Spring,2022,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.776)",-79.9253,32.77600000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-03-08,Spring,2022,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9671, 32.8698)",-79.9671,32.8698
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-11-19,Fall,2019,10,"Charleston, SC",120083,1.43871661402552,"c(-79.9711, 32.8913)",-79.9711,32.8913
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-08-21,Summer,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.7762)",-79.9253,32.7762
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-07,Spring,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9327, 32.8028)",-79.93270000000001,32.802800000000005
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-27,Winter,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9708, 32.8911)",-79.9708,32.8911
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-01-13,Winter,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9259, 32.7873)",-79.9259,32.7873
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-03-03,Spring,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9709, 32.8911)",-79.9709,32.8911
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-12-01,Winter,2021,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9318, 32.8019)",-79.9318,32.8019
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-06-20,Summer,2021,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.859, 32.759)",-79.859,32.759
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-17,Winter,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9055, 32.8022)",-79.9055,32.8022
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-08,Fall,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.925, 32.776)",-79.925,32.77600000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-28,Spring,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9339, 32.8022)",-79.9339,32.8022
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-19,Fall,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.776)",-79.9253,32.77600000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-21,Winter,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9281, 32.7866)",-79.9281,32.7866
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-26,Fall,2021,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9322, 32.8028)",-79.9322,32.8028
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-09-25,Fall,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9711, 32.8915)",-79.9711,32.89150000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-04-20,Spring,2022,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.934, 32.8023)",-79.93400000000001,32.8023
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-03-14,Spring,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9342, 32.8024)",-79.9342,32.8024
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-20,Spring,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9709, 32.8913)",-79.9709,32.8913
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-01-17,Winter,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9261, 32.7872)",-79.9261,32.7872
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-06,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8683, 32.7772)",-79.8683,32.7772
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-13,Winter,2022,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.7762)",-79.9253,32.7762
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-08-20,Summer,2020,3,"Charleston, SC",120083,1.43871661402552,"c(-79.9856, 32.8347)",-79.9856,32.834700000000005
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-04,Fall,2021,3,"Charleston, SC",120083,1.43871661402552,"c(-79.9613, 32.788)",-79.9613,32.788
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-26,Winter,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8683, 32.7772)",-79.8683,32.7772
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-03,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9281, 32.7866)",-79.9281,32.7866
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-03,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9037, 32.7508)",-79.9037,32.7508
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-12-11,Winter,2019,3,"Charleston, SC",120083,1.43871661402552,"c(-79.9597, 32.7867)",-79.9597,32.7867
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-31,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8998, 32.7517)",-79.8998,32.7517
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-07,Spring,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9709, 32.8912)",-79.9709,32.8912
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-31,Winter,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9281, 32.7866)",-79.9281,32.7866
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-02-01,Winter,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.8572, 32.7571)",-79.8572,32.7571
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-11-02,Fall,2021,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.966, 32.8703)",-79.966,32.8703
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-15,Fall,2021,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9661, 32.8705)",-79.9661,32.8705
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-05,Winter,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8685, 32.7772)",-79.8685,32.7772
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-20,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8681, 32.7774)",-79.8681,32.77739999999999
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-19,Summer,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8217, 32.764)",-79.8217,32.76400000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-11-08,Fall,2021,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.925, 32.7756)",-79.925,32.7756
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-09-18,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.857, 32.757)",-79.857,32.757
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-09-10,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.776)",-79.9253,32.77600000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-22,Winter,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8768, 32.7931)",-79.8768,32.793099999999995
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-02-01,Winter,2022,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9666, 32.8708)",-79.9666,32.8708
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-27,Winter,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9058, 32.8022)",-79.9058,32.8022
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-19,Fall,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9708, 32.8911)",-79.9708,32.8911
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-07-31,Summer,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9017, 32.829)",-79.9017,32.82900000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-01-24,Winter,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9264, 32.7871)",-79.9264,32.7871
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-05-28,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9281, 32.7866)",-79.9281,32.7866
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-01-10,Winter,2020,4.75,"Charleston, SC",120083,1.43871661402552,"c(-79.9035, 32.7508)",-79.90350000000001,32.75079999999999
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-12,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8572, 32.7568)",-79.8572,32.756800000000005
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-13,Spring,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9045, 32.7509)",-79.9045,32.7509
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-19,Winter,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9044, 32.7509)",-79.9044,32.7509
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-31,Winter,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9023, 32.8558)",-79.9023,32.85580000000001
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2019-10-30,Fall,2019,4.75,"Charleston, SC",120083,1.43871661402552,"c(-79.962, 32.7885)",-79.962,32.7885
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-30,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9354, 32.8028)",-79.9354,32.8028
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-08-04,Summer,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9353, 32.8022)",-79.93530000000001,32.8022
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-02,Fall,2019,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.9045, 32.7509)",-79.9045,32.7509
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-23,Fall,2021,3,"Charleston, SC",120083,1.43871661402552,"c(-79.9611, 32.7882)",-79.9611,32.7882
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-28,Spring,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9253, 32.7763)",-79.9253,32.77629999999999
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-27,Winter,2019,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.9344, 32.8024)",-79.9344,32.8024
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-10-04,Fall,2020,8.25,"Charleston, SC",120083,1.43871661402552,"c(-79.8556, 32.7554)",-79.8556,32.7554
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-08-26,Summer,2020,6.5,"Charleston, SC",120083,1.43871661402552,"c(-79.8914, 32.8244)",-79.8914,32.8244
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-11-08,Fall,2019,3,"Myrtle Beach, SC",27109,0.3010903098402461,"c(-78.8936, 33.6778)",-78.8936,33.6778
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-03-19,Spring,2022,3,"Myrtle Beach, SC",27109,0.3010903098402461,"c(-78.7716, 33.7698)",-78.7716,33.7698
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-06-30,Summer,2020,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3093, 27.8739)",-97.3093,27.873900000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-08-25,Summer,2021,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3117, 27.8716)",-97.3117,27.8716
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-07,Winter,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3202, 27.7146)",-97.3202,27.7146
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-06-20,Summer,2020,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3579, 27.8521)",-97.3579,27.8521
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3262, 27.8675)",-97.3262,27.8675
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-19,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3762, 27.7534)",-97.3762,27.7534
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2018-12-15,Winter,2018,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3795, 27.8311)",-97.3795,27.831100000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-09,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3793, 27.8322)",-97.3793,27.832200000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-03-06,Spring,2021,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3357, 27.705)",-97.3357,27.70499999999999
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3938, 27.7833)",-97.3938,27.7833
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-30,Summer,2020,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3543, 27.8512)",-97.3543,27.851200000000002
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-17,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.4878, 27.8328)",-97.4878,27.8328
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-20,Fall,2021,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.338, 27.7211)",-97.338,27.721100000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-01-29,Winter,2019,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3346, 27.7044)",-97.3346,27.7044
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2019-01-18,Winter,2019,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3432, 27.7238)",-97.3432,27.7238
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-08-17,Summer,2019,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3551, 27.8509)",-97.35510000000001,27.8509
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3884, 27.8198)",-97.3884,27.819800000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-09-14,Fall,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.32, 27.7147)",-97.32,27.7147
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-22,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3195, 27.7145)",-97.3195,27.7145
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3915, 27.7763)",-97.3915,27.776300000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-30,Summer,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3544, 27.8511)",-97.3544,27.8511
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3189, 27.8702)",-97.3189,27.870199999999997
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-19,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3195, 27.7142)",-97.3195,27.7142
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2018-12-16,Winter,2018,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3306, 27.8653)",-97.3306,27.865300000000005
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-22,Summer,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3722, 27.7454)",-97.3722,27.7454
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-04,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3761, 27.7532)",-97.3761,27.753200000000003
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-04-28,Spring,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3854, 27.8233)",-97.3854,27.8233
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-09,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3276, 27.8667)",-97.3276,27.866699999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-14,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3551, 27.8509)",-97.35510000000001,27.8509
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-01-14,Winter,2019,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.4133, 27.6677)",-97.4133,27.6677
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-08-17,Summer,2019,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3548, 27.8504)",-97.3548,27.8504
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-30,Summer,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3542, 27.8513)",-97.3542,27.8513
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2018-11-28,Fall,2018,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3784, 27.8322)",-97.3784,27.832200000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-10-11,Fall,2020,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3914, 27.7764)",-97.39140000000002,27.7764
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-01-14,Winter,2019,8.25,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3761, 27.7541)",-97.3761,27.7541
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-16,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3819, 27.7649)",-97.3819,27.7649
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-19,Spring,2021,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3915, 27.7764)",-97.3915,27.7764
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-06-30,Summer,2020,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3094, 27.8738)",-97.3094,27.8738
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-07,Winter,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3208, 27.7148)",-97.3208,27.714800000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-07,Winter,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3928, 27.7857)",-97.3928,27.7857
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-05-15,Spring,2022,3,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3889, 27.8186)",-97.3889,27.8186
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-10,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3902, 27.8165)",-97.3902,27.816499999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-25,Winter,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.376, 27.7539)",-97.376,27.7539
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-05,Winter,2020,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3885, 27.7713)",-97.3885,27.7713
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-06-02,Summer,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3914, 27.7763)",-97.39140000000002,27.776299999999996
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-22,Winter,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3726, 27.746)",-97.37260000000002,27.746
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-07-26,Summer,2020,4.75,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.3089, 27.8741)",-97.3089,27.874100000000002
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-09,Fall,2019,6.5,"Corpus Christi, TX",305215,3.703984677639306,"c(-97.4878, 27.833)",-97.4878,27.833
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-04-22,Spring,2021,8.25,"Houston, TX",2099451,25.658187675425452,"c(-95.2799, 29.727)",-95.2799,29.727000000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-05-12,Spring,2022,8.25,"Houston, TX",2099451,25.658187675425452,"c(-95.3655, 29.7645)",-95.3655,29.764499999999995
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-15,Fall,2021,3,"Houston, TX",2099451,25.658187675425452,"c(-95.3309, 29.7588)",-95.3309,29.758800000000008
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-04,Fall,2019,6.5,"Houston, TX",2099451,25.658187675425452,"c(-95.3065, 29.7483)",-95.3065,29.748300000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-10-04,Fall,2019,10,"Houston, TX",2099451,25.658187675425452,"c(-95.2789, 29.7279)",-95.2789,29.727899999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-08-24,Summer,2019,10,"Houston, TX",2099451,25.658187675425452,"c(-95.2948, 29.7468)",-95.2948,29.7468
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-18,Spring,2022,6.5,"Houston, TX",2099451,25.658187675425452,"c(-95.3655, 29.7645)",-95.3655,29.764499999999995
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-11-15,Fall,2021,8.25,"Houston, TX",2099451,25.658187675425452,"c(-95.2787, 29.7279)",-95.2787,29.727899999999998
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-11,Spring,2022,6.5,"Houston, TX",2099451,25.658187675425452,"c(-95.3654, 29.7646)",-95.3654,29.7646
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-04,Fall,2019,6.5,"Houston, TX",2099451,25.658187675425452,"c(-95.2937, 29.7464)",-95.2937,29.7464
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-22,Spring,2021,6.5,"Houston, TX",2099451,25.658187675425452,"c(-95.28, 29.727)",-95.28,29.727000000000004
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-10-04,Fall,2019,8.25,"Houston, TX",2099451,25.658187675425452,"c(-95.3308, 29.7587)",-95.3308,29.7587
