avg_m,pop,city_st,log_p,log_m
0.004809066666666666,40588.425023374184,"Everett, MA",4.608412899286133,1.0020835451685364
0.004031157894736842,40955.70554161843,"Everett, MA",4.612325015774462,1.0017471903904611
0,95076.49024593126,"Everett, WA",4.978077709165431,1
0.0054,5776.028937799043,"Fair Haven, NJ",3.7617045429776197,1.0023388808920566
0.00432,6222.624995215311,"Fair Haven, NJ",3.7940434163377987,1.0018721113066356
0,6209.331330143541,"Fair Haven, NJ",3.793114771032371,1
0,32450.612890873697,"Fair Lawn, NJ",4.5112362867203295,1
0,7407.432683760684,"Fairfax, CA",3.8697263390467365,1
0,99070.26471097778,"Fairfield, CA",4.995947707087565,1
0,14104.91353215513,"Fairview, NJ",4.1494012173348285,1
0,92313.43630640768,"Fall River, MA",4.9652696221305685,1
0,92414.83750770586,"Fall River, MA",4.9657464036098125,1
0.042589,92622.83528010176,"Fall River, MA",4.966722759885036,1.0181131385226112
0,92703,"Fall River, MA",4.967098473523667,1
0.0025405000000000002,92752.1111093987,"Fall River, MA",4.967328485564543,1.0011019260016853
0.008190857142857142,92769.23802186453,"Fall River, MA",4.967408670874176,1.003542754686728
0.00192,92755.9072187974,"Fall River, MA",4.967346259584293,1.000833045936821
0.0060618823529411765,92713.64518159728,"Fall River, MA",4.967148340608254,1.0026246947734412
0.021058666666666667,92643.97839166407,"Fall River, MA",4.966821884357629,1.0090506959337588
0.0190824,92548.43333039776,"Fall River, MA",4.966373763961589,1.0082093011982811
0.0071189999999999995,92428.53647919826,"Fall River, MA",4.96581077511784,1.0030807893122482
0.00539352380952381,92285.81431946551,"Fall River, MA",4.965139654683901,1.0023360834155832
0.0013504,92121.79333259944,"Fall River, MA",4.964367098099637,1.0005860756390936
0.005333052631578948,91938,"Fall River, MA",4.963499775715751,1.0023099612175568
0.004281473684210527,91735.46938950046,"Fall River, MA",4.962542021667302,1.001855451191051
0.0011154117647058823,91513.27091466748,"Fall River, MA",4.961488824079779,1.000484147212881
0.011802133333333334,91269.98257550108,"Fall River, MA",4.960332725941792,1.0050955907613388
0.006882857142857143,91004.18237200125,"Fall River, MA",4.959066124315365,1.0029789467643833
0.00852,90714.44830416796,"Fall River, MA",4.957681251139052,1.003684515145227
0.005255714285714286,90399.35837200124,"Fall River, MA",4.956170152142112,1.0022765504898956
0.0042704,90057.49057550108,"Fall River, MA",4.954524663699263,1.0018506624275543
0.0028730434782608697,89687.42291466749,"Fall River, MA",4.952736387427997,1.0012459579390331
0,7313.023566188198,"Fanwood, NJ",3.8641563553251053,1
0.0032400000000000003,8362.011328982022,"Farmingdale, NY",3.9223626851037,1.0014048395083297
0.00168,8306.393050727127,"Farmingdale, NY",3.919464758885081,1.0007290025387823
0,83809.67604761905,"Federal Way, WA",4.923299343848038,1
0.00432,3813,"Fellsmere, FL",3.5813806887099866,1.0018721113066356
0.0056159999999999995,3951.4,"Fellsmere, FL",3.5968608906225663,1.0024321746385527
0,4089.8,"Fellsmere, FL",3.611808247276516,1
0.00648,4228.2,"Fellsmere, FL",3.626258223534831,1.0028051493429673
0.010318666666666667,4366.6,"Fellsmere, FL",3.6402428573186225,1.0044583770963582
0.03887733333333333,4505,"Fellsmere, FL",3.653791187387812,1.0165642707511273
0.00941,4781.8,"Fellsmere, FL",3.679682220572482,1.0040676028776618
0.001164,4920.2,"Fellsmere, FL",3.6920710153351095,1.0005052247931165
0,9875.569893258556,"Fernandina, FL",3.9946061414418224,1
0.01512,10052.795750312209,"Fernandina, FL",4.002330057994366,1.006517384374711
0,10390.609973314638,"Fernandina, FL",4.016682838063433,1
0.002074,11192.024367327223,"Fernandina, FL",4.048947449224999,1.0008997939913011
0,9426.28,"Ferndale, WA",3.974386406269824,1
0,5384.28,"Fife, WA",3.731208288747019,1
0,13927.664454835542,"Fillmore, CA",4.14390947624436,1
0,6024.221666666666,"Fircrest, WA",3.779973029145542,1
0.012959,4692.88,"Flagler Beach, FL",3.6715319825774455,1.0055918674391473
0.009853,4782.219999999999,"Flagler Beach, FL",3.6797203563243444,1.0042581599854479
0.00864,4855.52,"Flagler Beach, FL",3.6863251815762403,1.0037361871374237
0.046666,4912.78,"Flagler Beach, FL",3.6914157083254104,1.0198081167327753
0.001964,4954,"Flagler Beach, FL",3.695043658821294,1.0008521178563603
0,4958.48,"Flagler Beach, FL",3.695436143230229,1
0.0018800000000000002,4919.5,"Flagler Beach, FL",3.6920092361429284,1.0008157071013302
0.0032400000000000003,15941.101167525478,"Floral Park, NY",4.202545560806884,1.0014048395083297
0,15941.640880338944,"Floral Park, NY",4.202560263406414,1
0,10879.853,"Florham Park, NJ",4.036662943034212,1
0.001236,5816.4410625,"Florida City, FL",3.7647319920686626,1.0005364565177575
0,5874.215875,"Florida City, FL",3.769023828662728,1
6.968888888888889e-4,5980.953190476191,"Florida City, FL",3.7768430103005435,1.0003025495894609
9.257142857142857e-4,6123.05675,"Florida City, FL",3.7870392065359644,1.0004018466372018
3.6e-4,6297.371357142857,"Florida City, FL",3.7992282634144203,1.0001563178779551
0.008208,6500.741815476191,"Florida City, FL",3.8130297196448386,1.0035501391863124
0.010319428571428571,6730.012928571428,"Florida City, FL",3.828080424727276,1.0044587046077862
0.00484775,6982.0295,"Florida City, FL",3.844043876733864,1.0021002643994728
0.0023149333333333335,7253.636333333333,"Florida City, FL",3.860615646631073,1.001004200891516
0.02831857142857143,7541.678232142857,"Florida City, FL",3.8775255812695115,1.0121276792316436
0.009576,7843,"Florida City, FL",3.8945375849957466,1.0041390178197747
0.0034512727272727273,8154.798973214286,"Florida City, FL",3.9114665126063843,1.0014962881344511
0.013499111111111111,8475.682619047619,"Florida City, FL",3.9282259227613356,1.0058233721314362
0.00192,8804.6109375,"Florida City, FL",3.944759492907563,1.000833045936821
0.006290666666666667,9140.543928571427,"Florida City, FL",3.961019550551481,1.002723444632628
0.0029319999999999997,9482.441592261905,"Florida City, FL",3.9769659737604894,1.0012714883285934
0.003802222222222222,9829.263928571429,"Florida City, FL",3.9925651781763314,1.0016481527903303
0.0024000000000000002,10179.970937499998,"Florida City, FL",4.00778919771497,1.0010410579860936
0.0029168,10533.52261904762,"Florida City, FL",4.022614859962074,1.00126490630095
0,2780.6,"Florida, NY",3.444294677675202,1
0.0032400000000000003,4492.970333333334,"Flower Hill, NY",3.652630201124464,1.0014048395083297
0,4621.368619047619,"Flower Hill, NY",3.6648645761138465,1
0,6661.950142857143,"Folcroft, PA",3.823666563566345,1
8.432e-4,3199.744,"Forks, WA",3.505250940050602,1.0003660428051726
0,7150.138829919541,"Fort Bragg, CA",3.8543752093767276,1
0.002778,150463.4473814433,"Fort Lauderdale, FL",5.17743389441441,1.0012047973809044
0.0216,149377,"Fort Lauderdale, FL",5.1742866404368995,1.009280884255359
0.0025919999999999997,149204.3678041237,"Fort Lauderdale, FL",5.17378444757215,1.0011242349172538
0.00336175,149142.7735179185,"Fort Lauderdale, FL",5.173605127069486,1.0014575409008575
0.0018116923076923076,149190.13060824742,"Fort Lauderdale, FL",5.173743005158151,1.000786096104822
0.003458933333333333,149344.3525419735,"Fort Lauderdale, FL",5.1741917123986,1.0014996036379848
0.007642769230769231,149603.35278595975,"Fort Lauderdale, FL",5.174944229647575,1.0033065927747835
0.0114908,149965.0448070692,"Fort Lauderdale, FL",5.1759929375740334,1.0049619370055838
0.0052840000000000005,150427.34207216496,"Fort Lauderdale, FL",5.177329669007808,1.0022887704222296
0.0023216,150988.15804810997,"Fort Lauderdale, FL",5.178945763392983,1.001007089491517
0.011458,151645.4062017673,"Fort Lauderdale, FL",5.180832122624029,1.0049478537435579
0.00819090909090909,152397,"Fort Lauderdale, FL",5.1829792675635344,1.0035427770641892
0.00504,153241.73099852726,"Fort Lauderdale, FL",5.185379883111496,1.0021833467650432
0.00216,154181.90310849287,"Fort Lauderdale, FL",5.188036218738952,1.0009370644152802
0.002376,155220.6983298969,"Fort Lauderdale, FL",5.190952430880032,1.0010306597495164
0.007077,156361.2986627393,"Fort Lauderdale, FL",5.194132046316397,1.0030626775016371
0.015788,157606.88610702014,"Fort Lauderdale, FL",5.197577944162907,1.0068030779899544
0.0038937777777777777,158960.64266273932,"Fort Lauderdale, FL",5.201292341996055,1.0016877624449723
0.003535,160425.7503298969,"Fort Lauderdale, FL",5.205276786342339,1.0015325238507045
8.64e-4,162005.39110849288,"Fort Lauderdale, FL",5.209532147680916,1.0003750684261266
0,36075.474976481884,"Fort Lee, NJ",4.557224096135649,1
0.0061200000000000004,6561,"Fort Myers Beach, FL",3.817036226050029,1.0026497821411857
0.00432,6475.8,"Fort Myers Beach, FL",3.8113604864876676,1.0018721113066356
0.001236,36230.49688131226,"Fort Pierce, FL",4.559086277006241,1.0005364565177575
0.003136,37043.735182869576,"Fort Pierce, FL",4.5687264945421155,1.0013598164157904
0,37108.87416386122,"Fort Pierce, FL",4.569489481699002,1
0,37156.62388594985,"Fort Pierce, FL",4.570047934433173,1
0,37194.80671017978,"Fort Pierce, FL",4.570493982213114,1
0.00216,37231.24499759533,"Fort Pierce, FL",4.570919223719665,1.0009370644152802
0.011368333333333333,37273.76110924081,"Fort Pierce, FL",4.5714148687777225,1.0049093514382164
0.002092,37330.17740616054,"Fort Pierce, FL",4.572071687567202,1.0009075950423862
0.011959599999999999,37408.316249398835,"Fort Pierce, FL",4.572979770432185,1.005163174710011
0.0037028571428571427,37516,"Fort Pierce, FL",4.57422810328016,1.0016051604152265
0.00756,37660.70229216764,"Fort Pierce, FL",4.575899946041422,1.003270917734273
0.02015866666666667,37848.50185274247,"Fort Pierce, FL",4.578060168009704,1.0086677234274426
0,38085.12868172449,"Fort Pierce, FL",4.580766830429114,1
0.008819,38376.31277911371,"Fort Pierce, FL",4.584074561695427,1.0038132531025459
0.019438666666666667,38727.78414491011,"Fort Pierce, FL",4.588033862918309,1.0083611020813084
0.001542,39145.27277911371,"Fort Pierce, FL",4.592690418028133,1.0006691662963714
0.00941,39634.508681724496,"Fort Pierce, FL",4.59808443629625,1.0040676028776618
9.312000000000001e-4,40201.22185274247,"Fort Pierce, FL",4.604250055863589,1.0004042268427267
0,10859.068967649117,"Fortuna, CA",4.035832583279931,1
0,28888.58311111111,"Foster City, CA",4.46074127483657,1
0.01728,55223.07829464286,"Fountain Valley, CA",4.742128476107238,1.007440506234679
0.006599,55430.81385714286,"Fountain Valley, CA",4.743759089944788,1.0028564946139742
0.009,55534.61429464286,"Fountain Valley, CA",4.744571580080399,1.0038911662369105
0,10571.77419047619,"Franklin Lakes, NJ",4.024188956799946,1
0.0032979999999999997,21440.559746239964,"Franklin, MA",4.331256374516374,1.0014299465134873
0,22095,"Franklin, MA",4.344313661234556,1
0.00198,22796.59847645476,"Franklin, MA",4.357889100362049,1.0008590528921804
0.00629575,23536.127326211037,"Franklin, MA",4.371753456701772,1.002725638489844
0.002436923076923077,24303.104452909523,"Franklin, MA",4.385679623010842,1.0010570547870101
0.007674,25087.04776019093,"Franklin, MA",4.399466867772825,1.0033200530416266
0.02015866666666667,25877.47515169596,"Franklin, MA",4.412938682633667,1.0086677234274426
0.021693,26663.90453106531,"Franklin, MA",4.425940033107747,1.009320417877649
0.006092307692307692,27435.853801939684,"Franklin, MA",4.4383343091194405,1.002637828515441
0.0052416,28182.84086795979,"Franklin, MA",4.450000178059857,1.0022704527385
0.0015004444444444444,28894.383632766327,"Franklin, MA",4.460828464799546,1.000651146360226
0.003443466666666667,29560,"Franklin, MA",4.470719121439164,1.0014929096522815
0.0054232,30169.45872269473,"Franklin, MA",4.479581913397412,1.0023489022922278
0.001044137931034483,30713.531951457295,"Franklin, MA",4.487343901636759,1.0004532267673196
0.012645142857142858,31183.242686287696,"Franklin, MA",4.493935201612741,1.0054572839601192
0.007607368421052632,31569.61392718594,"Franklin, MA",4.4992830273339885,1.0032913347420171
0.012776000000000001,31863.66867415202,"Franklin, MA",4.503309407085912,1.005513401212909
0.004938444444444445,32056.42992718594,"Franklin, MA",4.505928701636899,1.0021394607049277
0.005572363636363636,32138.920686287696,"Franklin, MA",4.507044800692724,1.0024133290323596
0.0032928000000000002,32102.163951457293,"Franklin, MA",4.506547836733365,1.0014276955998422
0,8565.466635520439,"Franklin, VA",3.932801727743469,1
0.00432,11403.217369877762,"Freehold, NJ",4.057065486578387,1.0018721113066356
0,11684.118246585174,"Freehold, NJ",4.06763311155748,1
0.0032400000000000003,43156.64817512138,"Freeport, NY",4.635057770292702,1.0014048395083297
0.001344,43774.34044634187,"Freeport, NY",4.641229532331559,1.0005832998938933
0.006599,128164.70986234548,"Fullerton, CA",5.107771847261314,1.0028564946139742
0.009,134458.83779756931,"Fullerton, CA",5.128592583018191,1.0038911662369105
0,21352.25758213716,"Galt, CA",4.329464138940726,1
0.006599,168185.45858119658,"Garden Grove, CA",5.2257910259434155,1.0028564946139742
0.009,171554.13395192308,"Garden Grove, CA",5.23440371926557,1.0038911662369105
0,58897.02407511737,"Gardena, CA",4.770100725217196,1
0.009,59351.66004225352,"Gardena, CA",4.773440187752015,1.0038911662369105
0.00324,6701.989215435075,"Gardiner, ME",3.82626852064976,1.0014048395083297
0,6661.143280238648,"Gardiner, ME",3.823613968665556,1
0.00216,6610.229388821441,"Gardiner, ME",3.8202822260720297,1.0009370644152802
0.015118666666666666,6551.1168454748495,"Gardiner, ME",3.816381633699322,1.0065168139399945
0.02306,6485.67495449027,"Gardiner, ME",3.812022136097628,1.0099011047823356
0.00144,6415.773020159098,"Gardiner, ME",3.8073166773096028,1.000624934209221
0.004476888888888889,6343.280346772733,"Gardiner, ME",3.8023823657292053,1.0019399489055802
0,6270.066238622568,"Gardiner, ME",3.7973413880686593,1
0.004633333333333333,6198,"Gardiner, ME",3.7923216363515735,1.0020075837802949
0,6128.799217814527,"Gardiner, ME",3.787446249392265,1
0,6063.574609448048,"Gardiner, ME",3.7828003433314397,1
0,6003.285174900563,"Gardiner, ME",3.7784613109770464,1
0.0046795000000000005,5948.889914172072,"Gardiner, ME",3.7745089304159625,1.00202754078077
0.021401714285714284,5901.347827262575,"Gardiner, ME",3.771024799032072,1.0091965824251423
7.2e-4,5861.617914172072,"Gardiner, ME",3.768091590726855,1.0003125795118446
0.0043048,5830.659174900563,"Gardiner, ME",3.7657921341738954,1.0018655383756183
0.001028,5809.430609448048,"Gardiner, ME",3.76420831903014,1.0004462254068143
0,30802.87562864469,"Garfield, NJ",4.488605361248663,1
0,4218.119937707546,"Garwood, NJ",3.625221871327411,1
0,5996.76,"Georgetown, DE",3.7779890835040315,1
0,9103.54638778113,"Georgetown, SC",3.959258312987495,1
0,6802.64,"Gig Harbor, WA",3.832741325788596,1
0,43488.08566307153,"Gilroy, CA",4.6383802769305245,1
0,19343.6640940108,"Glassboro, NJ",4.286561192915671,1
0,7523.92432770173,"Glen Ridge, NJ",3.8765021369267694,1
0,11738.679509904958,"Glen Rock, NJ",4.069656240950808,1
0,195082.55280700457,"Glendale, CA",5.290220656240972,1
0,7312.945053475323,"Glenolden, PA",3.8641516933465563,1
0,11261.939163558693,"Gloucester City, NJ",4.051651738290493,1
0,28716,"Gloucester, MA",4.458139068178272,1
0.0018,28894.452056039816,"Gloucester, MA",4.4608294931927075,1.0007810273534956
0.007657818181818182,29078.859902033983,"Gloucester, MA",4.463592309892635,1.003313078830948
8.894117647058824e-4,29265.09411207963,"Gloucester, MA",4.466364764840311,1.0003860949482974
0.0082425,29449.025260273906,"Gloucester, MA",4.469085671632216,1.0035650001111178
0.025558,29626.523920713924,"Gloucester, MA",4.4716953574366904,1.0109602267401316
0.01678457142857143,29793.46066749683,"Gloucester, MA",4.474135528332713,1.007228947661735
0.005629090909090909,29945.706074719757,"Gloucester, MA",4.476349060039373,1.0024378281609472
0.006674074074074074,30079.13071647984,"Gloucester, MA",4.478279719197615,1.0028888839172827
0.0012604444444444445,30189.605166874207,"Gloucester, MA",4.4798718184884825,1.0005470593703771
0.0038375238095238093,30273,"Gloucester, MA",4.481069806591157,1.0016634257341932
0.004498285714285714,30325.265694271493,"Gloucester, MA",4.481818935591931,1.0019491999140724
0.001046451612903226,30342.672345371546,"Gloucester, MA",4.482068140155933,1.0004542305373525
0.013852666666666668,30321.569953300153,"Gloucester, MA",4.4817660066314575,1.0059748477954662
0.006260869565217392,30258.30851805732,"Gloucester, MA",4.480858999357251,1.0027105846223336
0.013127157894736842,30149.23803964304,"Gloucester, MA",4.479290745295253,1.0056639572124828
0.001222086956521739,29990.708518057316,"Gloucester, MA",4.477001206634139,1.000530421576953
0.005050461538461538,29779.069953300153,"Gloucester, MA",4.473925713573866,1.0021878673460947
0.0037816,29510.672345371546,"Gloucester, MA",4.4699938204721,1.001639230505525
0,27388.384,"Goose Creek, SC",4.437582264878671,1
0,5587.365936558548,"Goshen, NY",3.747284836780846,1
0.0032400000000000003,2756.566,"Great Neck Estates, NY",3.4405259157061665,1.0014048395083297
0,2760.939714285714,"Great Neck Estates, NY",3.4412141948657884,1
0.0032400000000000003,6335.117511961723,"Great Neck Plaza, NY",3.801823223241045,1.0014048395083297
0,6694.173205741627,"Great Neck Plaza, NY",3.8257618167960943,1
0.0032400000000000003,9354.2414895225,"Great Neck, NY",3.9710550025483142,1.0014048395083297
0,10002.845793198214,"Great Neck, NY",4.000166988568335,1
0.01512,5042.379394736842,"Green Cove Springs, FL",3.7027216397520415,1.006517384374711
0,5259.882394736842,"Green Cove Springs, FL",3.72105859339805,1
0.0010666666666666667,6061.058114035088,"Green Cove Springs, FL",3.7826200954238476,1.0004630005576087
0.002778,15925.446,"Greenacres, FL",4.20211887342884,1.0012047973809044
0.0216,18683,"Greenacres, FL",4.271469858615745,1.009280884255359
0.00324,19580.342,"Greenacres, FL",4.291842452698093,1.0014048395083297
0.004482333333333333,20470.216,"Greenacres, FL",4.311143640728208,1.0019423028529906
0.0018116923076923076,21354.694,"Greenacres, FL",4.329513689341539,1.000786096104822
0.0028824444444444444,22235.848,"Greenacres, FL",4.347073227459451,1.0012500290112678
0.006479636363636364,23115.75,"Greenacres, FL",4.3639267762761556,1.0028049924344398
0.011087555555555555,23996.472,"Greenacres, FL",4.380165493616737,1.0047887651342249
0.009996363636363637,24880.086,"Greenacres, FL",4.395869332349735,1.0043198101633313
0.002110545454545455,25768.664,"Greenacres, FL",4.4111087560015365,1.0009156323424007
0.011339272727272727,26664.278,"Greenacres, FL",4.425946115798254,1.0048968722634548
0.008794,27569,"Greenacres, FL",4.4404367661057735,1.0038024905211707
0.00592,28484.902,"Greenacres, FL",4.454629975852398,1.002563443006112
0.00216,29414.056,"Greenacres, FL",4.468569679528423,1.0009370644152802
0.0027,30358.534,"Greenacres, FL",4.482295101123912,1.0011710149414006
0.014145333333333333,31320.408,"Greenacres, FL",4.495841276785847,1.0061001965574006
0.02006866666666667,32301.75,"Greenacres, FL",4.509239496293541,1.0086294075959095
0.002240666666666667,33304.632,"Greenacres, FL",4.522517679143107,1.0009720205882733
0.004705,34331.126000000004,"Greenacres, FL",4.535700697730445,1.002038563568384
8.64e-4,35383.304000000004,"Greenacres, FL",4.548810657566481,1.0003750684261266
0,13628.364006379585,"Greenfield, CA",4.134475590613529,1
0,3254.872,"Greenwood Lake, NY",3.512667322879822,1
0,10002.389852126287,"Groton, CT",4.000147194460328,1
0.0032979999999999997,9883.024241117451,"Groton, CT",3.9949338018626435,1.0014299465134873
0.0033164444444444443,9806.690032860824,"Groton, CT",3.991566731731299,1.0014379304293477
0.0068865714285714285,9791.6229113893,"Groton, CT",3.9908990312694965,1.00298054882842
0.0021848275862068967,9790.050065721647,"Groton, CT",3.9908292713019344,1.0009478235257294
0.00644075,9800.222925994109,"Groton, CT",3.991280267210413,1.0027882127016048
0.011192363636363636,9820.392922342906,"Groton, CT",3.992173086115607,1.0048337812279542
0.0234784,9848.81148490427,"Groton, CT",3.99342791863474,1.0100786815273015
0.008576363636363635,9883.730043814432,"Groton, CT",3.9949648130444633,1.0037087860890452
0.005387833333333333,9923.400029209624,"Groton, CT",3.9967042613415016,1.0023336253239563
5.4e-4,9966.072871226068,"Groton, CT",3.998567633484748,1.0002344557228784
0.0062095,10010,"Groton, CT",4.000477461374455,1.0026884133456242
0.0040265454545454545,10053.688273978278,"Groton, CT",4.002368610687143,1.0017451952711776
0,10096.66626485027,"Groton, CT",4.004221012850942,1
0.0034200000000000003,10138.71797261598,"Groton, CT",4.006025875644261,1.0014827530631445
0.0010371428571428571,10179.627397275404,"Groton, CT",4.007774542910233,1.0004501920034259
0.014094545454545455,10219.178538828546,"Groton, CT",4.009458482662762,1.0060784467676045
0.01174509090909091,10257.155397275405,"Groton, CT",4.011069273757618,1.0050711058273647
0.0053735,10293.34197261598,"Groton, CT",4.012598591187634,1.0023274337511714
0.0031206666666666666,10327.52226485027,"Groton, CT",4.014038190045345,1.001353178000909
0,13181.928476190476,"Grover Beach, CA",4.1200118958253125,1
0.009179,12231.561,"Gulfport, FL",4.087517390129695,1.0039682047081904
0.00144,12527,"Gulfport, FL",4.0978817447138685,1.000624934209221
0,11489.786754042314,"Guttenberg, NJ",4.060349765088782,1
0,43893.95139825517,"Hackensack, NJ",4.642414572498052,1
0,7462.19389862543,"Haddon Heights, NJ",3.87292472501972,1
0,11662.000355263412,"Haddonfield, NJ",4.066810288854757,1
0,8518.580865704773,"Haledon, NJ",3.9304182294862904,1
0,12214.210245614036,"Half Moon Bay, CA",4.086900946358512,1
0.002778,32874.97557655502,"Hallandale Beach, FL",4.516878649139734,1.0012047973809044
0.0216,30996,"Hallandale Beach, FL",4.491319663302256,1.009280884255359
0.0025919999999999997,30732.47876076555,"Hallandale Beach, FL",4.487611721372423,1.0011242349172538
0.002988222222222222,30669.50906539075,"Hallandale Beach, FL",4.4867209844094615,1.0012958332657522
0.0018116923076923076,30781.227521531106,"Hallandale Beach, FL",4.488300043867975,1.000786096104822
0.003458933333333333,31041.770736842103,"Hallandale Beach, FL",4.491960477470767,1.0014996036379848
0.007868285714285715,31425.275318979267,"Hallandale Beach, FL",4.497292910948511,1.0034037796044344
0.013179333333333333,31905.87787559809,"Hallandale Beach, FL",4.503884310061996,1.0056863225409032
0.004843666666666667,32457.715014354068,"Hallandale Beach, FL",4.511331322846295,1.0020984995821285
0.0027145454545454547,33054.92334290271,"Hallandale Beach, FL",4.51924929270639,1.0011773148963505
0.011458,33671.63946889952,"Hallandale Beach, FL",4.52727716039907,1.0049478537435579
0.008287142857142858,34282,"Hallandale Beach, FL",4.535078818689853,1.0035842293315613
0.005218545454545455,34862.908442583735,"Hallandale Beach, FL",4.542376072386666,1.0022604923700773
0.00216,35402.335897926634,"Hallandale Beach, FL",4.549044185579585,1.0009370644152802
0.00216,35891.02036602871,"Hallandale Beach, FL",4.554997905508547,1.0009370644152802
0.006290666666666667,36319.699846889955,"Hallandale Beach, FL",4.56015420815065,1.002723444632628
0.011255428571428572,36679.112340510364,"Hallandale Beach, FL",4.564430657117641,1.0048608659847669
0.0038937777777777777,36959.99584688995,"Hallandale Beach, FL",4.5677436639815845,1.0016877624449723
0.0028280000000000002,37153.08836602871,"Hallandale Beach, FL",4.5700066096743415,1.001226451408764
8.64e-4,37249.127897926635,"Hallandale Beach, FL",4.571127768232457,1.0003750684261266
0.00432,13620.858480483212,"Hammonton, NJ",4.134236364019965,1.0018721113066356
0,14149.745653655476,"Hammonton, NJ",4.150779325000653,1
0.00135,142103.12728253842,"Hampton, VA",5.152606691790956,1.0005859021555383
0,12713.868,"Hanahan, SC",4.104311855886547,1
0,4701.661523809524,"Harrington Park, NJ",3.6723437213291565,1
0,3484.4,"Harrington, DE",3.5422526268598724,1
0,14003.122597236556,"Harrison, NJ",4.14625590408316,1
0,26522.780285714285,"Harrison, NY",4.423635421702002,1
0,11846.738137457043,"Hasbrouck Heights, NJ",4.073635446702027,1
0,7743.788518107453,"Hastings-On-Hudson, NY",3.8890095632607604,1
0,7371.416884003206,"Hatboro, PA",3.867609885052626,1
0,3051.784,"Hatfield, PA",3.4846960768415065,1
0,51418,"Haverhill, MA",4.7111236262021166,1
0.00216,52133.60504930675,"Haverhill, MA",4.717126087849953,1.0009370644152802
0.008879555555555555,52887.00865282384,"Haverhill, MA",4.723357215206329,1.0038393213609207
0,53667.3275986135,"Haverhill, MA",4.729718062102571,1
0.002446,54463.67867473795,"Haverhill, MA",4.736114945768999,1.0010609872436735
0.0302376,55265.178669259425,"Haverhill, MA",4.742459436714433,1.012937396034302
0.018718,56060.94437024014,"Haverhill, MA",4.74866815611821,1.0080539798911576
0.001749142857142857,56840.092565742336,"Haverhill, MA",4.75466241708641,1.000758979502469
0.004619130434782608,57591.74004382822,"Haverhill, MA",4.760367741103388,1.002001443944133
0.0016205714285714285,58305.00359256004,"Haverhill, MA",4.765713275048578,1.0007032355610115
0.00463175,58969,"Haverhill, MA",4.770631127777807,1.0020068993181646
0.004844307692307693,59573.2200895333,"Haverhill, MA",4.775058365529125,1.0020987766339915
3.6166666666666666e-4,60108.65082583699,"Haverhill, MA",4.778944205179519,1.000157041441006
0.0161912,60566.65320891104,"Haverhill, MA",4.782240746551446,1.006975429692572
0.007578947368421052,60938.588238755474,"Haverhill, MA",4.784899515422583,1.0032790846525521
0.0150035,61215.81691537029,"Haverhill, MA",4.786870743882197,1.0064675398138287
0.0014054,61389.700238755475,"Haverhill, MA",4.7881025870876295,1.000609928968102
0.005333,61451.59920891104,"Haverhill, MA",4.78854025659944,1.002309938481206
0.004727,61392.87482583699,"Haverhill, MA",4.788125044397946,1.0020480731995656
0,11401.050839418504,"Haverstraw, NY",4.056982973102922,1
0.006599,14781.01688888889,"Hawaiian Gardens, CA",4.169733694137015,1.0028564946139742
0.009,14363.694,"Hawaiian Gardens, CA",4.15729637898603,1.0038911662369105
0,3391.2669047619047,"Haworth, NJ",3.5304900153727194,1
0,85403.46555456315,"Hawthorne, CA",4.9314805792955925,1
0.009,85090.53337444177,"Hawthorne, CA",4.929886349841512,1.0038911662369105
0,18878.955706498953,"Hawthorne, NJ",4.276000971082514,1
0,144056.61266218105,"Hayward, CA",5.1585362133267445,1
0,10869.586833497147,"Healdsburg, CA",4.036252989502154,1
0.0032400000000000003,55723.36133432532,"Hempstead, NY",4.746045099663396,1.0014048395083297
0.00144,55538.06418976763,"Hempstead, NY",4.744598557793713,1.000624934209221
0,19806.259150080157,"Hercules, CA",4.296824383749092,1
0,18697.159199901344,"Hermosa Beach, CA",4.271798853131364,1
0.009,19375.879549944508,"Hermosa Beach, CA",4.2872838396211215,1.0038911662369105
0.001236,4804.4310000000005,"Hialeah Gardens, FL",3.681732345704315,1.0005364565177575
0,8834.887,"Hialeah Gardens, FL",3.9462501531488927,1
0.004137538461538462,10006.776,"Hialeah Gardens, FL",4.000337576156522,1.0017932029523249
7.2e-4,11212.959,"Hialeah Gardens, FL",4.0497589639163625,1.0003125795118446
7.854545454545455e-4,12437.728,"Hialeah Gardens, FL",4.094775971124435,1.0003409846784177
0.009179666666666668,13665.375,"Hialeah Gardens, FL",4.135653333421374,1.0039684916043297
0.012099333333333333,14880.192,"Hialeah Gardens, FL",4.172637720073337,1.0052231387898127
0.004614571428571429,16066.471,"Hialeah Gardens, FL",4.205947524729857,1.001999473092023
0.002986,17208.504,"Hialeah Gardens, FL",4.2357683535833885,1.0012948710411753
0.010742769230769231,18290.583,"Hialeah Gardens, FL",4.262251292049162,1.0046406431104267
0.008287142857142858,19297,"Hialeah Gardens, FL",4.285512302066244,1.0035842293315613
0.005218545454545455,20212.047,"Hialeah Gardens, FL",4.305631785833057,1.0022604923700773
0.00216,21020.016,"Hialeah Gardens, FL",4.322653702773586,1.0009370644152802
0.0019636363636363636,21705.199,"Hialeah Gardens, FL",4.336583780255432,1.0008519602406227
0.006290666666666667,22251.888,"Hialeah Gardens, FL",4.347386382106697,1.002723444632628
