avg_m,pop,city_st,log_p,log_m
0.0018116923076923076,4773.9575,"Bay Harbor Islands, FL",3.6789695104542948,1.000786096104822
0.003991076923076923,4813.967857142857,"Bay Harbor Islands, FL",3.682593392288781,1.0017298529879946
0.007868285714285715,4860.257440476191,"Bay Harbor Islands, FL",3.6867486208724674,1.0034037796044344
0.012497846153846153,4911.686428571428,"Bay Harbor Islands, FL",3.6913190444753052,1.0053941080304154
0.004614571428571429,4967.115,"Bay Harbor Islands, FL",3.696191640165177,1.001999473092023
0.0027145454545454547,5025.403333333334,"Bay Harbor Islands, FL",3.7012573347167548,1.0011773148963505
0.010742769230769231,5085.411607142857,"Bay Harbor Islands, FL",3.706411501627701,1.0046406431104267
0.008287142857142858,5146,"Bay Harbor Islands, FL",3.7115541682501694,1.0035842293315613
0.005218545454545455,5206.1236607142855,"Bay Harbor Islands, FL",3.7165978915854545,1.0022604923700773
0.00216,5265.117619047619,"Bay Harbor Islands, FL",3.7214905548712442,1.0009370644152802
0.00216,5322.411875,"Bay Harbor Islands, FL",3.7261900690507805,1.0009370644152802
0.006290666666666667,5377.436428571428,"Bay Harbor Islands, FL",3.7306560397671897,1.002723444632628
0.011255428571428572,5429.621279761905,"Bay Harbor Islands, FL",3.734849517054353,1.0048608659847669
0.0038937777777777777,5478.396428571428,"Bay Harbor Islands, FL",3.73873272232061,1.0016877624449723
0.0023566666666666666,5523.191875,"Bay Harbor Islands, FL",3.742268754773813,1.0010222832112143
8.64e-4,5563.437619047619,"Bay Harbor Islands, FL",3.7454212780532647,1.0003750684261266
0,62873.47154664381,"Bayonne, NJ",4.798474347879633,1
0.0032400000000000003,7168.780333333333,"Bayville, NY",3.855505850021691,1.0014048395083297
7.999999999999999e-4,6807.113476190476,"Bayville, NY",3.8330267858651093,1.0003472966853635
0.00432,10823.364642857145,"Beachwood, NJ",4.034402414013929,1.0018721113066356
0,10940.816428571428,"Beachwood, NJ",4.039089424321251,1
0,15050.891767795778,"Beacon, NY",4.177591086819096,1
0.00324,6355.2334854128985,"Belfast, ME",3.8031998418965753,1.0014048395083297
0,6355.141915019473,"Belfast, ME",3.803193585234808,1
0.00252,6355.3455776394485,"Belfast, ME",3.8032075006155837,1.0010930454348603
0.015118666666666666,6356.170054582811,"Belfast, ME",3.803263828982625,1.0065168139399945
0.02306,6357.940927159549,"Belfast, ME",3.8033847905241385,1.0099011047823356
0.00108,6360.983776679649,"Belfast, ME",3.8035925573039617,1.000468784942128
0,6365.6241844531,"Belfast, ME",3.8039092146454756,1
0,6372.187731789887,"Belfast, ME",3.8043567114627006,1
0.00648,6381,"Belfast, ME",3.8049567998574916,1.0028051493429673
0,6392.390140175094,"Belfast, ME",3.80573120694527,1
7.2e-4,6406.7015825335,"Belfast, ME",3.806702277720871,1.0003125795118446
0.00108,6445.476373800251,"Belfast, ME",3.809322395322835,1.000468784942128
0.027792999999999998,6470.633722708594,"Belfast, ME",3.8110139293848166,1.0119056555054824
0,6500.100373800251,"Belfast, ME",3.8129868713849744,1
0.0021346666666666667,6534.2233270752195,"Belfast, ME",3.815260433241613,1.000926085863016
0,6573.3495825335,"Belfast, ME",3.8178527934068063,1
0,43788.99566666667,"Bell Gardens, CA",4.641374902215582,1
0.009,42314.1010625,"Bell Gardens, CA",4.626495382451592,1.0038911662369105
0,36517.74695980763,"Bell, CA",4.562515867499249,1
0.009,35614.10516489179,"Bell, CA",4.551634231074657,1.0038911662369105
0.009179,4053.532,"Belleair, FL",3.607940732394949,1.0039682047081904
0.00144,4067,"Belleair, FL",3.6093809442507068,1.000624934209221
0,70427.13661456406,"Bellingham, WA",4.847746197994517,1
0,11270.317958532694,"Bellmawr, NJ",4.051974701197164,1
0.0054,5959.501037444177,"Belmar, NJ",3.77528276790322,1.0023388808920566
0.00432,6080.207174166953,"Belmar, NJ",3.7839897991806137,1.0018721113066356
0,5975.970116111302,"Belmar, NJ",3.776481084436592,1
0,26881.82649496086,"Benicia, CA",4.429474929062973,1
0,26975.128144820817,"Bergenfield, NJ",4.430979615980546,1
0,103453.09816632108,"Berkeley, CA",5.014747699214093,1
0.00432,4073.12,"Berlin, MD",3.6100338166548944,1.0018721113066356
0,4276.68,"Berlin, MD",3.6312082932247107,1
0.00432,6883.991714285714,"Berlin, NJ",3.8379034219433916,1.0018721113066356
0,7212.61580952381,"Berlin, NJ",3.8581530084776428,1
0,7735.787327149891,"Bernardsville, NJ",3.8885606589081756,1
0,34120.033016200294,"Beverly Hills, CA",4.533022170984473,1
0,38195,"Beverly, MA",4.582017884668628,1
0.0018,38348.72506707598,"Beverly, MA",4.583762254796609,1.0007810273534956
0.007657818181818182,38515.560110728606,"Beverly, MA",4.585647493622858,1.003313078830948
8.894117647058824e-4,38691.670134151966,"Beverly, MA",4.587628700889895,1.0003860949482974
0.009111428571428572,38873.22014054016,"Beverly, MA",4.589661689699016,1.0039391247520468
0.025558,39056.37513308727,"Beverly, MA",4.591703052993797,1.0109602267401316
0.01678457142857143,39237.3001149874,"Beverly, MA",4.593710184572542,1.007228947661735
0.005427692307692308,39412.16008943465,"Beverly, MA",4.595641257356936,1.0023508427488268
0.0047431724137931034,39577.1200596231,"Beverly, MA",4.5974551615954375,1.0020550636890646
0.0012604444444444445,39728.34502874685,"Beverly, MA",4.599111405409107,1.0005470593703771
0.0036630909090909092,39862,"Beverly, MA",4.6005699796233355,1.0015879535318382
0.00444225,39974.363476044295,"Beverly, MA",4.601792421259365,1.0019249722168584
0.001046451612903226,40062.16795741207,"Beverly, MA",4.602745287744014,1.0004542305373525
0.013852666666666668,40122.25944410334,"Beverly, MA",4.603396206030574,1.0059748477954662
0.006668181818181818,40151.48393611811,"Beverly, MA",4.603712417021459,1.0028863419011773
0.013127157894736842,40146.68743345636,"Beverly, MA",4.60366053432668,1.0056639572124828
0.001222086956521739,40104.71593611811,"Beverly, MA",4.603206273433366,1.000530421576953
0.005050461538461538,40022.415444103346,"Beverly, MA",4.602314146899783,1.0021878673460947
0.0033367058823529413,39896.63195741207,"Beverly, MA",4.600947119788293,1.001446700685112
0,2541.0054558173783,"Beverly, NJ",3.4051764783300427,1
0,20710,"Biddeford, ME",4.316201068666369,1
0.00216,20791.688455215255,"Biddeford, ME",4.317910646415575,1.0009370644152802
0.005815076923076923,20853.2618943236,"Biddeford, ME",4.319194823244663,1.0025181413022288
0,20897.38941043051,"Biddeford, ME",4.320112817349561,1
0.00216,20926.74009664149,"Biddeford, ME",4.3207223331380895,1.0009370644152802
0.035097,20943.983046062014,"Biddeford, ME",4.3210800131572675,1.0149810498806864
0.014769000000000001,20951.787351797582,"Biddeford, ME",4.321241805392179,1.0063671915664665
0.001685,20952.82210695367,"Biddeford, ME",4.321263252531916,1.0007311703638262
0.0052118,20949.756404635784,"Biddeford, ME",4.321199707322802,1.0022575780550464
0.0012604444444444445,20945.259337949396,"Biddeford, ME",4.321106476279038,1.0005470593703771
0.00476675,20942,"Biddeford, ME",4.321038892726055,1.002065254846095
0.0058316,20942.359801708837,"Biddeford, ME",4.321046353861253,1.0025252756377105
3.104761904761905e-4,20947.569425260153,"Biddeford, ME",4.321154370408332,1.0001348171686084
0.019024,20958.571870653952,"Biddeford, ME",4.321382407314003,1.0081844126078228
0.0072,20976.310137890232,"Biddeford, ME",4.321749799054623,1.0031157170998062
0.016332923076923078,21001.727226968993,"Biddeford, ME",4.322275692006353,1.0070359943369636
0.0014793684210526316,21035.76613789023,"Biddeford, ME",4.322978978998198,1.0006420067766904
0.0052791999999999995,21079.36987065395,"Biddeford, ME",4.323878226624703,1.0022866967609658
0.0045204,21133.481425260154,"Biddeford, ME",4.324991596053802,1.0019587609125098
0.001236,3075.101,"Biscayne Park, FL",3.4880005908896528,1.0005364565177575
0.0216,3068,"Biscayne Park, FL",3.4869968884318228,1.009280884255359
0.0025919999999999997,3076.817,"Biscayne Park, FL",3.4882427941007657,1.0011242349172538
0.003842,3091.3398095238094,"Biscayne Park, FL",3.4902872114081034,1.00166536228313
0.001962666666666667,3110.369,"Biscayne Park, FL",3.4929515203213555,1.0008515399317097
7.854545454545455e-4,3132.705142857143,"Biscayne Park, FL",3.4960581303411282,1.0003409846784177
0.007868285714285715,3157.1488095238096,"Biscayne Park, FL",3.4994325897737415,1.0034037796044344
0.011913714285714286,3182.5005714285717,"Biscayne Park, FL",3.502904932154393,1.005143481864243
0.004614571428571429,3207.561,"Biscayne Park, FL",3.5063103003551404,1.001999473092023
0.0027145454545454547,3231.130666666667,"Biscayne Park, FL",3.5094889098578714,1.0011773148963505
0.010742769230769231,3252.010142857143,"Biscayne Park, FL",3.512285417410357,1.0046406431104267
0.008287142857142858,3269,"Biscayne Park, FL",3.514547752660286,1.0035842293315613
0.005218545454545455,3280.9947142857145,"Biscayne Park, FL",3.516137877278197,1.0022604923700773
0.00216,3287.264380952381,"Biscayne Park, FL",3.5169667281419805,1.0009370644152802
0.00216,3287.173,"Biscayne Park, FL",3.5169546589193685,1.0009370644152802
0.006290666666666667,3280.0845714285715,"Biscayne Park, FL",3.5160174246656575,1.002723444632628
0.011255428571428572,3265.3630952380954,"Biscayne Park, FL",3.5140644600985698,1.0048608659847669
0.0038937777777777777,3242.3725714285715,"Biscayne Park, FL",3.510996839644834,1.0016877624449723
0.0023566666666666666,3210.477,"Biscayne Park, FL",3.5067048160250835,1.0010222832112143
8.64e-4,3169.040380952381,"Biscayne Park, FL",3.5010647944300843,1.0003750684261266
0,4006.2,"Black Diamond, WA",3.602841018681458,1
0,3952.8,"Blaine, WA",3.597014697073458,1
0,7673.75193679148,"Bloomingdale, NJ",3.8850643471168245,1
0,8324.548644820816,"Bogota, NJ",3.920412862666892,1
0.0061200000000000004,32797,"Bonita Springs, FL",4.51584736153344,1.0026497821411857
0.00432,36132.1,"Bonita Springs, FL",4.557905222988989,1.0018721113066356
0,10609.936,"Bonney Lake, WA",4.025753695089436,1
0,8435.255853639625,"Boonton, NJ",3.9261497424921634,1
0,3874.703726502053,"Bordentown, NJ",3.588350570529611,1
0.0032979999999999997,571524.7586499986,"Boston, MA",5.7570358088125895,1.0014299465134873
0,574283,"Boston, MA",5.75912671666684,1
0.0018276923076923077,576646.8878368431,"Boston, MA",5.760910705620181,1.0007930321949827
0.008639714285714285,578636.0046830426,"Boston, MA",5.762406203967615,1.0037360641161719
0.001210909090909091,580317.7156736862,"Boston, MA",5.763666577083119,1.0005255729898945
0.007674,581759.3859438618,"Boston, MA",5.764744145319912,1.0033200530416266
0.0183588,583028.380628657,"Boston, MA",5.765690440733956,1.0079008206391191
0.019282666666666667,584192.0648631597,"Boston, MA",5.766556397023805,1.0082946389132417
0.00504,585317.8037824575,"Boston, MA",5.767392476357105,1.0021833467650432
0.005724823529411765,586472.9625216384,"Boston, MA",5.768248735660093,1.0024791696160502
0.0012604444444444445,587724.90621579,"Boston, MA",5.769174834288667,1.0005470593703771
0.0034894,589141,"Boston, MA",5.770219984742521,1.0015127893338962
0.005844,590779.0524868418,"Boston, MA",5.771425823063161,1.0025306296337282
9.4625e-4,592658.6461988298,"Boston, MA",5.772805357423249,1.000410756844803
0.012787076923076924,594789.807135964,"Boston, MA",5.774364247608867,1.0055181511479998
